kode_user,message,clean_text,severity,predicted_severity
KP0926,Slmt MLM mohon maaf Wifi-nya KNPA ya kok lemot sekali,slmt mlm mohon maaf wifi nya iya lambat,2,2
JT0825,Ada promo dari kapten naratel,promo kapten naratel,1,1
GJ0079,Berarti kalo sudah berlangganan paket kapten nambah 300?,langgan paket kapten nambah,1,1
KM2975,Masih tgl berapa ini kk ? Seharusnya pemberitahuan sebelum 1 hari jatuh tempo,tanggal kakak pemberitahuan jatuh tempo,1,1
KI0359,Trimah kasih...hanya konfirmasi..soalnya banyak penipuan lewat hp yg mengatas namakan lembaga ..,trimah kasih konfirmasi tipu hp atas nama lembaga,3,1
KI1552,Tapi sy belum masuk,belum masuk,1,1
"KT1920, KT2091",Nama : anisa putri indrayana No. Telepon : 081335833505 Alamat Pemasangan : jl margobasuki ulil abshor 44 rt 01 rw 03 kec dau Kelurahan : mulyoagung Paket : 5mbps,nama anisa putri indrayana telepon alamat pasang jl margobasuki ulil abshor rw camat dau lurah mulyoagung paket mbps,1,1
"KT1920, KT2091",lokasi nya masuk gerbang ini kak no 44,lokasi nya masuk gerbang kak,1,1
KI1815,Lampu LOS berwarna merah,lampu los warna merah,2,2
KP1827,Sudah saya bayar min🙏,bayar min,1,1
JT0466,Tagihan wifi an. Risang serano VA nya blm dikirim?,tagih wifi an risang serano va nya belum kirim,1,1
KM3921,Ini promo apa kak,promo kak,1,1
KM0651,Pembayaran terakhir bulan ini per tanggal berapa b,bayar tanggal b,1,1
KI3398,Kalo ganti paket skrg bisa kah ?,ganti paket skrg,1,1
"KM1590, KM2074, KP1955",Sdh bayar apaa belom,sdh bayar apaa belum,1,1
KI2415,Buat laporan lambat,lapor lambat,2,2
KM0651,Biasanya ada WA masuk kok skrg lum ada ya,wa masuk skrg belum iya,1,1
KP1988,Untuk masuk aplikasi nya,masuk aplikasi nya,1,1
KP1915,izin melaporkan keluhan. beberapa hari ini jaringan wifi kenapa sering melambat ya?? ini hasil uji speed nya,izin lapor keluh jaring wifi lambat iya hasil uji speed nya,2,2
KI2415,Apakah ada gangguan di jalan mandalika,ganggu jalan mandalika,2,2
GJ0237,"Kak ini td saya sudah tf,, mintk tolong di cek ya kak",kak tf mintk cek iya kak,1,1
KD0908,Kak wifiku lemot e,kak wifiku lambat e,2,2
KD0908,Dipakai bukan yt buffering aja kak,pakai bukan yt buffering kak,2,1
KI3398,Mengganti ke paket 200 Mbps,ganti paket mbps,1,1
JT0102,_Pemakainya mulai banyak biar gak lemot_,maka biar gak lambat,2,2
KT2095,Apakah bisa di ganti pembayarn tf yaa saya belum ngmbil kess soalnya,ganti pembayarn tf yaa belum ngmbil kess,1,1
KI1779,Bisa bayar pake Briva g kak,bayar pakai briva g kak,1,1
KI0391,Sudah saya transfer,transfer,1,1
KI2351,Kak saya sdah bayar barusan,kak sdah bayar barusan,1,1
KT1474,Mas/mbak ini Wifi-nya trouble,mas mbak wifi nya trouble,2,2
KD0111,Selamat pagi apakah kapten naratel dalam gangguan?,selamat pagi kapten naratel ganggu,2,2
KI3398,Utk paket 200 Mbps,paket mbps,1,1
KT1551,"maaf.., sdah bayar ya kak",maaf sdah bayar iya kak,1,1
KM3557,Udah ada aplikasinya tp gk bs bayar,aplikasi gk bayar,1,1
KT0280,"Selamat pagi, apakah ada info gangguan ??",selamat pagi informasi ganggu,2,2
KJ2190,"Mau tanya apakah ada gangguan/perbaikan di daerah Mulyo agung (Jetis, Mulyoagung.) krn internet koq mati.  ID Pelanggan KJ2190",ganggu baik daerah mulyo agung jetis mulyoagung internet mati id langgan kj,2,2
KM3063,Pagi Wifi apa ada gangguan,pagi wifi ganggu,2,2
JT0085,"Dear Sobat Kapten,  ID Pelanggan: JT0085 Nama: Evan Kusumawardhana Paket: 5 Mbps Jatuh Tempo: 22 September 2025 Total Tagihan: Rp 123.000 (sudah termasuk ppn dan biaya layanan) Nomor VA BCA: 1541200000 0000008037 (hanya dapat dibayar melalui rekening Bank BCA)  Note: 1. Jika membutuhkan metode pembayaran lain (Alfamart, Indomaret, atau bank lain), silakan instal aplikasi Kapten Naratel. 2. Per September 2025, seluruh notifikasi akan dikirimkan melalui aplikasi dan tidak lagi melalui WhatsApp. 3. Nomor VA BCA tetap tidak berubah setiap bulan.  Unduh aplikasi Kapten Naratel di Play Store:  https://play.google.com/store/apps/details?id=com.kaptennaratel.app  Panduan instalasi aplikasi:  https://youtube.com/shorts/pDNGBPZ0Avk  Panduan pembayaran melalui aplikasi:  https://youtube.com/shorts/NWGcaaD5_Eo?feature=share  Apabila mengalami kendala instalasi atau pembayaran,  silakan hubungi Customer Service Kapten Naratel ☎ +62 882-1202-2222  Terima kasih 🙏🏻",dear sobat kapten id langgan jt nama evan kusumawardhana paket mbps jatuh tempo september total tagih rp ppn biaya layan nomor va bca bayar rekening bank bca note butuh metode bayar alfamart indomaret bank sila instal aplikasi kapten naratel september notifikasi kirim aplikasi tidak whatsapp nomor va bca tidak ubah unduh aplikasi kapten naratel play store pandu instalasi aplikasi pandu bayar aplikasi alami kendala instalasi bayar sila hubung customer service kapten naratel terima kasih,1,1
KJ1515,Pagi kak. Wifi nya ada indikator merah. Udah cabut colok modem tetep merah,pagi kak wifi nya indikator merah pergi colok modem tetep merah,4,1
KT1520,bisa bayar ke mana,bayar,1,1
KT1888,Minta kode bayar selain bca,kode bayar bca,1,1
"KM1590, KM2074, KP1955",Saya lupa kalau sudah bayar Kak,lupa bayar kak,1,1
KJ1068,sudah dari semalam masih tetap indikator merah nyala dan tanpa intet,malam indikator merah nyala intet,1,1
"KI1019, KI2965",Dan mau konfirmasi untuk Id KI 2965 sdh saya perpanjang melalui aplikasi🙏🏻🙏🏻🙏🏻🙏🏻,konfirmasi id ki sdh panjang aplikasi,1,1
STKD0017,"pagi mas, untuk pasang wifi beserta perangkatnya kena biaya berapa ya?",pagi mas pasang wifi serta perangkat kena biaya iya,1,1
KT1369,mas ini WiFi nya emng gangguan atau gmn? soalnya di bagian LOS nya warna merah,mas wifi nya ganggu gmn los nya warna merah,2,2
KM0651,Biasanya ada pemberitahuan WA masuk utk pembayaran per bulan nya,pemberitahuan wa masuk bayar nya,1,1
KI3398,JL. Tirto Utomo Gg 5 No.39 Kel. Landungsari Kec. DAU Kab. Malang,jl tirto utomo gg lurah landungsari camat dau kabupaten malang,2,2
KM0651,Saya lupa bayar terakhir tgl brapa,lupa bayar tanggal brapa,1,1
KT1222,VA BRI Rp 177.500 itu sudah termasuk admin 2.500 ya kak?,va bri rp admin iya kak,1,1
KM2492,Dear Nara  Kami akan pasang IP Phone di rumah yg sdh tersambung internet wifi dr Naratel ini.  Bgmna apa bisa dilayani?,dear nara pasang ip phone rumah sdh sambung internet wifi dr naratel bgmna layan,1,1
KT1662,mas knpa wifinya lelet trus ya?,mas wifinya lambat trus iya,2,2
KT1369,wifi tetap nyala tapi tidak ada internet,wifi nyala tidak internet,1,1
KP2251,Yang paket reguler kak,paket reguler kak,1,1
KT1222,Apakah sudah masuk pembayaran sya?,masuk bayar sya,1,1
KT1204,Iya mba sy sdh download tp sy lupa password email sy jadi gak bisa masuk ke aplikasinya,iya mbak sdh download lupa password email gak masuk aplikasi,1,1
KI2906,Kak untuk log in ganti password dimna ya,kak log in ganti password dimna iya,1,1
KP1445,Wifi nya gangguan ya,wifi nya ganggu iya,2,2
JT0600,"assalamualaikum kak bulan kemarin ya bayar nya 120.000 sekarang Kok naik 123,000",assalamualaikum kak iya bayar nya,1,1
KP2247,Saya transfer saja boleh,transfer,1,1
KI3398,"Saya mau pasang baru Naratel, mengganti paket yg lama...yg menurut kami mahal sekali",pasang naratel ganti paket mahal,1,1
KJ0846,Kmren lupa bayar,kmren lupa bayar,1,1
KP1238,Mau ganti password,ganti password,1,1
KM1750,Cara bayar lewat m bangking gmn,bayar m bangking gmn,1,1
JT0999,Ok siap trimakasih ya atas segala informasinya nunggu dulu klau aku sudah bayar pasti aku kirimkan BBnya ok...👍🏻👍🏻🙏🏻🙏🏻,ok trimakasih iya informasi nunggu klau bayar kirim bbnya ok,1,1
KP0926,Iyah kak mau tanya paket superstar itu by naratel kah?,iyah kak paket superstar by naratel,1,1
KT1662,stelah ganti yang 20mbps lelet sampe skrang,ganti mbps lambat skrang,2,1
KP0406,Mohon di cek ulang,mohon cek ulang,1,1
KI1200,"Kak No VA BCA tidak terdaftar, jadi ga bisa bayar perpanjangan",kak va bca tidak daftar ga bayar panjang,1,1
KI3398,"Dear Sobat Kapten,  ID Pelanggan: KT0787 Nama: M Rafif Aditya Fernaldy Paket: 60 Mbps",dear sobat kapten id langgan nama m rafif aditya fernaldy paket mbps,1,1
KP1729,"Permisi kak ,mau tanya gangguan kah layanan kapten naratel",permisi kak ganggu layan kapten naratel,2,2
KT1094,Kenapa slalu trouble,slalu trouble,2,2
KD1024,Mas sudah di bayar,mas bayar,1,1
"KM1590, KM2074, KP1955",KP1955 di modemnya tulisannya LOS,kp modem tulis los,2,2
KP1181,Sudah pembayaran kak.. tapi belum di aplikasi blm.. tertulis terakhir bayar hari ini..,bayar kak belum aplikasi belum tulis bayar,1,1
GJ0237,Mohon maaf ini mau bayar wifi,mohon maaf bayar wifi,1,1
KM3150,Lemot Skali internet nya,lambat skali internet nya,2,2
KM0417,Cara cek masa aktifnya gmn ya kak,cek aktif gmn iya kak,1,1
KI2526,selamat siank..kk..ini dr pelanggan kapten naratel ats nma cholifah.. wifi knp ndk bisa dipake ya..mhon di cek kembali kk..🙏🏻,selamat siank kakak dr langgan kapten naratel ats nma cholifah wifi ndk dipake iya mhon cek kakak,1,1
KI1156,wifinya mati ya kak,wifinya mati iya kak,2,2
KM3150,Vidio2 di FB lemot,vidio fb lambat,2,2
STKI0015,"Permisi kak mau tanya, apakah paket² ini benar adanya dan sudah setelah ppn ?",permisi kak paket ppn,1,1
KM3150,Liat status wa aja lemot,lihat status wa lambat,2,1
KN0552,Jadi besok saya bayar tagihan wifi 175 ribu mas,besok bayar tagih wifi mas,1,1
KP0105,sy mau bayar tagihan ..tetapi kehilangan nomer virtual nya..atas nm suwarno,bayar tagih hilang nomer virtual nya nm suwarno,1,1
KI0994,"Msh blm bisa download apl kapten naratel,,  Tf di BRI yg ini bisa ya",belum download apl kapten naratel tf bri iya,1,1
KM3452,gangguan kah..  buat login Mobile legend gak kuat nih susah,ganggu login mobile legend gak kuat susah,2,1
KT1394,Mintak nomernya buat bayar wifi,mintak nomernya bayar wifi,1,1
KT1394,Nantik sore jam 4 atau 5 saya bayar🙏🙏🙏🙏,nantik sore jam bayar,1,1
KT2121,"Oiya min kalau misal nih saya ambil 20 MB kira"" maksimal digunakan berapa device",oiya min ambil mb maksimal device,1,1
KI1156,sdh sy cabut tetap.mati,sdh pergi mati,4,1
KT1394,Apa ini nomer yang buat bayar,nomer bayar,1,1
KT1394,Nomernya mana buat bayar,nomernya bayar,1,1
KD1626,kak saya mau tanyak kalau  mbp nya di turunni itu berapa giga kak,kak tanyak mbp nya turunni giga kak,1,1
KT1394,Tetap nomer ini kah yang buat bayar.gak berubah,nomer bayar gak ubah,1,1
KD1626,yg muarah berapa mbps kak,muarah mbps kak,1,1
KT1394,Mas samean kirimkan yang baru buat bayar wifi nantik,mas samean kirim bayar wifi nantik,1,1
KD1626,kok kadang lemot kak kalau tak rasa ada yg nyadap kak,kadang lambat kak tidak nyadap kak,2,2
KI2161,Mau tf  VA BCA kok gk bsa ap ad rek lain,tf va bca gk rek,1,1
KI2161,Mhon d bantu mau tf,mhon bantu tf,1,1
"KN0436, KN0623, KN0624",Apa ada promo pemasangan,promo pasang,1,1
"KN0436, KN0623, KN0624",Apa hanya bayar 120,bayar,1,1
KJ1515,"Siang kak, apa masi belum ada konfirmasi dr teknisi?",siang kak mas belum konfirmasi dr teknisi,1,1
"KI0745, KI0998, KI1109",Wifi jl. Kertoleksono no 20 malang,wifi jl kertoleksono malang,2,2
KI2857,Kalo mau ganti password saya harus hubungi ke siapa ya...?,ganti password hubung iya,1,1
KD0310,Mau bayar punya ibu,bayar,1,1
KM3355,Soalnya suami pas lewat ad kabel putus,suami pas kabel putus,2,1
KT1394,Apa nomer BCA itu buat bayar,nomer bca bayar,1,1
KN0353,Kok beda saya cek disini link nya,beda cek link nya,1,1
"KI0745, KI0998, KI1109",Ada gangguan kak di wifi kami,ganggu kak wifi,2,2
"KI0745, KI0998, KI1109",Jl. Kertoleksono no 20,jl kertoleksono,2,2
"KI0745, KI0998, KI1109",Ada 3 no id Kami g tau no id brp yg gangguan,id g id ganggu,2,2
KM1486,"Iya kak, 122500 itu blm masuk biaya layanan kak?",iya kak belum masuk biaya layan kak,1,1
KI2857,Saya mau ganti password gimana ya...? Soalnya ada indikasi tetangga tahu no password saya,ganti password iya indikasi tetangga password,1,1
KP0354,Mau bayar naratel atas nama anik khoiriyah,bayar naratel nama anik khoiriyah,1,1
KP0354,Untuk pembayaran naratel atas nama anik khoiriyah no virtual accountnya berapa ya kk,bayar naratel nama anik khoiriyah virtual accountnya iya kakak,1,1
"KN0436, KN0623, KN0624",Masuk aplikasi Pilih paket yg mau di pilih gtu,masuk aplikasi pilih paket pilih gtu,1,1
KT1545,"Kak, wifi atas nama miftakhul ulumia apa masih aktif dan ada pembayaran masuk?",kak wifi nama miftakhul ulumia aktif bayar masuk,1,1
KP1181,Kak.. saya mau bayar bingung caranya,kak bayar bingung,1,1
KP1181,Masuk ke aplikasi g tau paswordnya,masuk aplikasi g paswordnya,1,1
"KJ0704, KJ0804, KJ0798","Permisi, kak. Wifi KJ0704 kok  wifiny lemot ya kak",permisi kak wifi kj wifiny lambat iya kak,2,2
STKD0017,untuk yg bayar 3 bulan free modem ini gimana kak?,bayar free modem kak,1,1
KP0354,"Dear Sobat Kapten,  ID Pelanggan: KP0354 Nama:  Zaki Bachroni Paket: 5 Mbps Jatuh Tempo: 04 September 2025 Total Tagihan: Rp 123.000 (sudah termasuk ppn dan biaya layanan) Nomor VA BCA: 1541200000 0000013391 (hanya dapat dibayar melalui rekening Bank BCA)  Note: 1. Jika membutuhkan metode pembayaran lain (Alfamart, Indomaret, atau bank lain), silakan instal aplikasi Kapten Naratel. 2. Per September 2025, seluruh notifikasi akan dikirimkan melalui aplikasi dan tidak lagi melalui WhatsApp. 3. Nomor VA BCA tetap tidak berubah setiap bulan.  Unduh aplikasi Kapten Naratel di Play Store:  https://play.google.com/store/apps/details?id=com.kaptennaratel.app  Panduan instalasi aplikasi:  https://youtube.com/shorts/pDNGBPZ0Avk  Panduan pembayaran melalui aplikasi:  https://youtube.com/shorts/NWGcaaD5_Eo?feature=share  Apabila mengalami kendala instalasi atau pembayaran,  silakan hubungi Customer Service Kapten Naratel ☎ +62 882-1202-2222  Terima kasih 🙏🏻",dear sobat kapten id langgan kp nama zaki bachroni paket mbps jatuh tempo september total tagih rp ppn biaya layan nomor va bca bayar rekening bank bca note butuh metode bayar alfamart indomaret bank sila instal aplikasi kapten naratel september notifikasi kirim aplikasi tidak whatsapp nomor va bca tidak ubah unduh aplikasi kapten naratel play store pandu instalasi aplikasi pandu bayar aplikasi alami kendala instalasi bayar sila hubung customer service kapten naratel terima kasih,1,1
"KN0436, KN0623, KN0624",Masuk aplikasi kapten naratel Terus langkah berikutnya...,masuk aplikasi kapten naratel langkah,1,1
KI1624,Masih bisa bayar pake BRI VA?,bayar pakai bri va,1,1
KM3326,Wifi saya lemot bget kak,wifi lambat bget kak,2,2
KI3372,"Rabu kmrn tanya² tp kamisnya sy ga drmh, jd klo mau d pasang hr kamis tdk ada org drmh",rabu kamis ga drmh pasang kamis tidak org drmh,1,1
KI1624,"Id saya berapa ya ka, lupa soalnya",id iya kakak lupa,1,1
KI3136,Cara mau bayar gimana ya kak,bayar iya kak,1,1
KD0300,"Saya dapat info dari iklan, Ada Promo apa saja?",informasi iklan promo,1,1
"KN0436, KN0623, KN0624",Mau pilih kode promo,pilih kode promo,1,1
KT1394,Mas yang pakek via BRI ada a mas buat bayar,mas pakek via bri a mas bayar,1,1
KT1394,Gak bisa saya kalau link mas kirim saja nomer BRI nya ini saya mau bayar,gak link mas kirim nomer bri nya bayar,1,1
KP1989,"Siang, Kak  Saya Field Support dari Kapten Naratel, ingin  melakukan kunjungan ke lokasi Kakak untuk menjelaskan  mengenai aplikasi baru Kapten Naratel. Dalam kunjungan ini, kami ingin memperkenalkan fitur Turbo,  di mana Kakak berkesempatan mendapatkan GRATIS +5  Mbps tambahan!    🗓 Tanggal: Sabtu 20 September   🕐 waktu: sore  Mohon konfirmasi kesediaannya untuk menerima kunjungan  dari kami. Terima kasih banyak atas perhatian dan waktunya  Salam,  Field Support – Kapten Naratel",siang kak field support kapten naratel kunjung lokasi kakak aplikasi kapten naratel kunjung kenal fitur turbo kakak sempat gratis mbps tambah tanggal september sore mohon konfirmasi sedia terima kunjung terima kasih perhati salam field support kapten naratel,1,1
JT0364,Kmrin2 tgl tf pke Virtual. Account beres,kmrin tanggal tf pke virtual account beres,1,1
JT0364,"Kalau gk mau install, bisa bayar pke VA kya sebelumnya gk?",gk install bayar pke va kya gk,1,1
JT0364,Bayar tagihan tanpa harus install apl bisa gk?,bayar tagih install apl gk,1,1
KM1122,Ia. Berapa nomor firtual account..untuk bank bca .?,nomor firtual account bank bca,1,1
JT0364,Sy cek di website,cek website,1,1
JT0364,Kedepanny bisa gk tetep cek di website tinggal salin no VAny,kedepanny gk tetep cek website salin vany,1,1
JT0364,Buat tf tagihan,tf tagih,1,1
KI3372,Belum kak..msh cek lokasi kmrn lusa,belum kak cek lokasi lusa,1,1
KM1771,wifi nya trouble ya gk ada koneksi,wifi nya trouble iya gk koneksi,2,2
KM2646,Bu waji.. Niki jenengan kirim teng admin ya nggeh,bu waji nik jeneng kirim teng admin iya nggeh,1,1
KI2526,sudah coba direstart modem kk..dan sudah dicoba dicabut sebentar..tp ini ttap tidak bisa..,coba direstart modem kakak coba cabut sebentar ttap tidak,4,1
KP1919,hallo apakah gangguan?,hallo ganggu,2,2
KP0105,belum waktunya bayar ya brrti kak,belum bayar iya brrti kak,1,1
KP1919,hallo apakah ada gangguan?,hallo ganggu,2,2
"KD0487, KD1702",Soalnya kmren waktu ngsh bukti pembayaran g ada notifikasi kyk biasanya,kmren ngsh bukti bayar g notifikasi,1,1
KI1686,"Hallo kak, ini wifinya lemot banget",hallo kak wifinya lambat banget,2,2
KP0105,wifi nya lemot soalnya kak,wifi nya lambat kak,2,2
KN0089,"Permisi kak, kak ini knp ya saya aktifkan Jadi 10Mbps kog tiba² mati ,, trus nyala merah Routernya..",permisi kak kak iya aktif mbps mati trus nyala merah routernya,1,1
KJ0667,Sy gak pny rekening bca. Apakah bisa transfer dr bank BNi,gak pny rekening bca transfer dr bank bni,1,1
KD0529,"Tadi hbs mati lampu, terus lampunya hdp, tapi wifinya tdk bisa, lampu wifinya hdp hijau, tapi tdk bisa kak",hbs mati lampu lampu hdp wifinya tidak lampu wifinya hdp hijau tidak kak,2,2
KD0529,"Dear Sobat Kapten Ratih Handayani, 📌 Abaikan pesan ini jika Anda sudah melakukan pembayaran.  Berikut adalah detail tagihan layanan Anda: ID Pelanggan  : KD0529 Paket Layanan : 5 Mbps Harga Paket : Rp 120.000 Jatuh Tempo : 27 Juli 2025  - Pembayaran akan otomatis diperpanjang oleh sistem tanpa perlu konfirmasi. - Jika dalam 20 menit setelah pembayaran Anda belum menerima notifikasi sukses, silakan hubungi kami untuk konfirmasi lebih lanjut. - *Nomor Virtual Account untuk BRI, Indomaret, dan Alfamart akan berubah setiap bulan* - *Virtual Account BCA hanya bisa dibayarkan menggunakan rekening BCA*. Nomor VA bersifat tetap dan tidak berubah setiap bulan - Total tagihan di bawah ini sudah termasuk biaya layanan.  🔵 BCA Virtual Account (BCA) Total Tagihan : Rp 123.000 Biaya Layanan : Rp 3.000 Nomor VA : 1541-2000-0000-0000-8510 a.n. KD0529 Ratih Handayani  🟢 BRI Virtual Account (BRIVA)   Total Tagihan : Rp 122.500 Biaya Layanan : Rp 2.500   Nomor VA : 5788-9390-0069-5690-9 a.n. KD0529 Ratih Handayani  🔵 Pembayaran via Alfamart   Total Tagihan : Rp 125.000   Biaya Layanan : Rp 5.000   Kode Pembayaran : 1001450510423   a.n. KD0529 Ratih Handayani  🟣 Pembayaran via Indomaret   Total Tagihan: Rp 125.000   Biaya Layanan : Rp 5.000   Kode Pembayaran: 450510422   a.n. KD0529 Ratih Handayani  📘 Panduan pembayaran selengkapnya dapat diakses melalui:   🔗 https://pembayaran.kaptennaratel.com  Apabila ada keluhan dan kendala layanan, silakan hubungi customer service:   📞 +62 882-1202-2222  Terima kasih 🙏🏻",dear sobat kapten ratih handayani abai pesan bayar detail tagih layan id langgan kd paket layan mbps harga paket rp jatuh tempo juli bayar otomatis panjang sistem konfirmasi menit bayar belum terima notifikasi sukses sila hubung konfirmasi nomor virtual account bri indomaret alfamart ubah virtual account bca bayar rekening bca nomor va sifat tidak ubah total tagih biaya layan bca virtual account bca total tagih rp biaya layan rp nomor va a kd ratih handayani bri virtual account briva total tagih rp biaya layan rp nomor va a kd ratih handayani bayar via alfamart total tagih rp biaya layan rp kode bayar a kd ratih handayani bayar via indomaret total tagih rp biaya layan rp kode bayar a kd ratih handayani pandu bayar lengkap akses keluh kendala layan sila hubung customer service terima kasih,1,1
KD0529,Sdh di cabut tapi masih juga tdk bisa kak,sdh pergi tidak kak,4,1
KM1282,Sudah bayar kk,bayar kakak,1,1
KI2526,ato mugkin kk nya kesini di cek dlu krna jaringan ke semua hp ndk bisa muncul..kk🙏🏻,mugkin kakak nya kesini cek krna jaring hp ndk muncul kakak,1,1
KD0678,Trs ini gmna kak kok gk bisa bayar,gmna kak gk bayar,1,1
KD0529,Sudah Kak tadi sudah dicabut kita suruh pasang anak saya sampai sekarang ndak bisa warnanya juga warna hijau soalnya saya kerja anak saya di rumah sendiri Mungkin dia nggak ngerti gitu loh,kak cabut suruh pasang anak tidak warna warna hijau kerja anak rumah tidak erti loh,4,1
KD0529,Coba tak suruh lagi anak saya cabut ya Kak terima kasih,coba tidak suruh anak pergi iya kak terima kasih,4,1
KP2154,Halo saya mau bayar wifi gmn caranya?,halo bayar wifi gmn,1,1
KI2526,nge cek.list wifi dimna kk..🙏🏻,nge cek list wifi dimna kakak,1,1
KI3306,Kak mau tanya ini aku ikut kuota yg promo apa enggak ya?,kak kuota promo tidak iya,1,1
KP0439,"Akhir"" ini wifinga kok sering lemot yaa",wifinga lambat yaa,2,2
STKI0015,"Izin tanya tanya dulu ya kak, untuk yg 100 Mbps 150rb itu apakah sudah harga akhir yg kita bayar ? Atau masih ada tambahan sewa modem dll. Bisa tau detailnya kak?",izin iya kak mbps rb harga bayar tambah sewa modem dan lain detail kak,1,1
KN0005,Wifi nya kok sering gangguan lg ya,wifi nya ganggu iya,2,2
KD1153,Ini ada keluhan internet ditempat sy lemot.. mhn bsa dicek,keluh internet tempat lambat mohon cek,2,2
KM0972,Sering ngelag gt mbak,ngelag mbak,2,2
KD1153,Tlg bsa direstart system sj..tlg cek jg dri system.,tlg direstart system tlg cek system,1,1
KT0433,Tolong wifi saya merah .sinyal los,wifi merah sinyal los,2,2
KM3320,Kak saya mau bayar,kak bayar,1,1
KM3928,Ini mau bayar kok gagal terus ya kak,bayar gagal iya kak,1,1
KD1153,Apa krn hrs bayar mlm ini y?? Soalnya masa aktifnya sampai besok.,bayar mlm aktif besok,1,1
KD1153,Mhn bantu dicek.. kl iya maka sy bayar mlm ini agr tamu vilanya gk komplain,mohon bantu cek iya bayar mlm agr tamu vila gk komplain,1,1
KD1153,"Nah aman berarti, kok komplain lemot y..",aman komplain lambat,2,2
KN0353,Bri gangguan ya ?,bri ganggu iya,2,1
KT0433,Jln Tirto Taruno GG 7 nomor 4,jalan tirto taruno gg nomor,2,2
KD0529,"Baik kak, anak saya masih blm bisa di hubungi, nanti aja kalau sdh bisa di hubungi atau saya sdh plg, saya cek kan lg, mksh",kak anak belum hubung sdh hubung sdh cek mksh,1,1
KT2094,mau bayar pararel kak,bayar pararel kak,1,1
KD1826,Paket 5mbps kak,paket mbps kak,1,1
KD1153,"Ini sy call/wa blm direspon sma tamunya, semoga gak minta kompensai potong harga ini..",call wa belum direspon tamu moga gak kompensai potong harga,1,1
KD1826,Bisa d cek,cek,1,1
STKI0015,"Berarti jika memilih paket yg 100 Mbps - 150rb, bayar langsung 3 bulan = 450rb. Itu gratis biaya modem ya kak?",pilih paket mbps rb bayar rb gratis biaya modem iya kak,1,1
KJ1453,Edy Sumarsono jl asparaga 22 mulyoagung Dau kab  malang  klo jl asparaga 24 itu rumah Putut januarto,edy sumarsono jl asparaga mulyoagung dau kabupaten malang jl asparaga rumah putut januarto,2,2
KJ1453,.emang dulu pakai no hp n rek Putut januarto,pakai hp rek putut januarto,2,1
KD1826,Kira2 itu berapa lama ya kak untuk teknisinya meninjau lokasi,iya kak teknisi tinjau lokasi,1,1
KD1826,Soale kalau senin itu pada masuk kerja semua,soale masuk kerja,1,1
KM0950,Masih lemot cuma lihat histori,lambat lihat histori,2,2
KI1655,Sudah bayar lewat apk naratel kak,bayar apk naratel kak,1,1
KM0595,Kenapa ngga bisa bayar di apk kapten naratel ?,tidak bayar apk kapten naratel,1,1
KD1153,Lemot dari tadi gak mau konek,lambat gak konek,2,2
STKI0015,"Baik kak terimakasih infonya, nanti kalo jadi pasang aku update lagi ya infonya",kak terimakasih info pasang update iya info,1,1
KM0817,Bulan kemarin pemakaian sama meski ada kendala tp tdk separah sekarang,pakai kendala tidak parah,3,1
KP0586,"Selamat malam,biasanya kl mau jatuh tempo ada pemberitahuan VA,knp saya sampai tgl 20 kok tdk ada pemberitahuan masuk ya, padahal jatuh tempo pembayaran tgl 20",selamat malam jatuh tempo pemberitahuan va tanggal tidak pemberitahuan masuk iya jatuh tempo bayar tanggal,1,1
KP1182,info paket 15 mbps 99.000,informasi paket mbps,1,1
KM0276,Ini gak bisa langsung transfer ke rekening BCA yg biasanya kita byr kah ? A.n PT Signal Berkah,gak transfer rekening bca bayar a pt signal berkah,1,1
STKD0017,untuk rencana pasang di awal bulan saja gpp kah kak? biar enak untuk hitungan biaya bulanannya,rencana pasang tidak apa kak biar enak hitung biaya bulan,1,1
KM2391,Minta tolong di cek yaa kak,cek yaa kak,1,1
JT1177,Kalau yg itu berapa perangkat pak ?,perangkat,1,1
KM2912,Kak saya sudah bayar di aplikasi kok belum on ya wifinya,kak bayar aplikasi belum on iya wifinya,1,1
GJ0240,Saya mencoba transfer tagihan kok nggak bisa ya,coba transfer tagih tidak iya,1,1
KN0552,Bisa minta nomor tagihan wifi id kn0552,nomor tagih wifi id,1,1
JT0728,ini untuk pembayaran perpanjangan kok pas saya mau bayar sudah lunas yaa?,bayar panjang pas bayar lunas yaa,1,1
GJ0240,Minta chat untuk bisa transfer ke pilihan yg lain,chat transfer pilih,1,1
KJ0550,Ini mau bayar bisa ya?,bayar iya,1,1
KI3233,"Selamat pagi, wafi di rumah TDK ada internet kemarin sdh bayar kok belum bisa di pakek",selamat pagi wafi rumah tidak internet sdh bayar belum pakek,1,1
"KM0752, KM1492","Dear Sobat Kapten,  ID Pelanggan: KM1492 Nama: Yuliana Efendi  Paket: 5 Mbps Jatuh Tempo: 28 September 2025 Total Tagihan: Rp 123.000 (sudah termasuk ppn dan biaya layanan) Nomor VA BCA: 15412000000000005985",dear sobat kapten id langgan nama yuliana efendi paket mbps jatuh tempo september total tagih rp ppn biaya layan nomor va bca,1,1
KN0552,Nanti pas habis isi paket internet wifi ini,pas habis isi paket internet wifi,1,1
GJ0107,Maaf mau tanya selain pembayaran melalui Bca ke Bank mana yg bisa saya bayar kan teima kasih sblmnya,maaf bayar bca bank bayar teima kasih sblmnya,1,1
KT0861,Mau bayar GK bisa,bayar gk,1,1
