message,kode_user,severity,severity_manual
bulan kemarin kesulitan bayar trus pake sparkpay sesui nominal yg diinfokan sekarang cara itu ndak bisa lagi,"KM0636, KM1455",1,1
boleh di copy kan untuk VA nya bca kak,KJ2350,0,4
"Halo, dengan Cahya Customer Service Layanan Internet Kapten Naratel. Bisa dibantu untuk mengisi datanya terlebih dahulu untuk memastikan area tercover atau belum, Kak 😊  Alamat Pemasangan: JLN .Tlogomas gang 3 no 62 C  Kelurahan: Tlogomas  Share location: Tahu Kapten Naratel darimana:   dari teman     Terima kasih 😊",,0,1
*Indri:* Waktunya bayar ya kakak,"KM0636, KM1455",1,4
Masih.tapi unggah nya sudah naik,JT0340,0,4
Kalo ga punya rekening BCA gimana ?,KP1280,0,1
Selamat malam kak,KP2060,0,2
mulyoagug tercover ga kak?,,0,1
Siap nanti saya runding dulu sama tmn² saya,KT1317,0,2
maaf ini nt no.va berubah2 apa tetap itu berikutnya 🙏,"KM0636, KM1455",0,2
Mau ganti paket yg baru bisa gk?,KI0846,1,1
"Oh gitu yah kak, kirain udah tercover kak 🙏🏻",,0,2
"Boleh minta nmor rekening bca wifi, yang detail aja",KI1686,0,3
"Ok baik kak, nanty di tgl 19 saya wa lagi untuk konfirmasi lagi","KI1019, KI2965",1,1
Bayar tagihan kaka,KI2238,1,1
Dekat banget malah,"KN0436, KN0623, KN0624",0,4
Sudah di bayar tapi blm beroperasi,KD1306,1,3
Saya mau konfirmasi untuk berhenti berlangganan kak,KP2060,4,1
Muncul sperti ini,KM2005,0,1
Karna saya sudah pindah lokasi,KP2060,0,1
Selamat siang kak...,KD1085,0,1
Mau mendaftarkan pelanggan baru,KD1085,0,1
Masih tetap lemot,KI0846,2,1
Sory kak yang ini kak,"KD0965, KD1758, KD1812",0,4
disitu yang ambil 100mbps 3 bulan sudah free modem,,0,2
Baik informasi. Nya,KN0617,0,2
promonya masih ada kak ?,STKN0014,0,4
"Tolong rubah kata sandi wifi sma batasi untuk 11 perangkat,  soalnya banyak yg nyolong wifinya sampai 17 perangkat,  lele skli wifinya",KT2072,0,2
No virtual bca nya kok gak bisa disimpan ya,KI2238,0,3
Apa paket combo yg 6gb apa sudah tidak ada atau gimana kak,KT1115,1,1
sudah.. apa perlu d restart,KJ0843,0,1
Maaf kak karena saya disuruh bantu mendaftarkan,KD1085,0,1
saya dulu udah pernah pasang kak tapi berhenti . apa bisa ambil lagi dengan promo tersebut ?,STKN0014,4,2
SDH hbis sy daftar bosku,,0,4
Pdahal tdk ada perubahan sandi,KM2005,0,2
Pembayaran lewat alfamart bisa gak?,KI1504,0,1
Pembayaran lewat alfamar bisa?,KI1504,0,2
Blm sy cba krn msh diluar rumah,KM2104,0,2
kebetulan tetangga juga pakai naratel😅,,0,1
Ini saya mau bayar tagihan. Tapi gak punya rekening bca. Apakah bisa bayar lewat alfa mart,KI1504,1,3
Terima kasih kk,KI2755,0,1
Ingin melaporkan mengenai jaringan internet dirumah saya kenapa lambat sekali ya,KT1968,2,3
SDH aktf kk,KI2755,0,2
Kak boleh tidak ganti nama soalnya kemarin saya pake KTP teman tapi Temanku udahh beda kos soalnya pak,KT1449,0,3
sudah aman kak terimakasih,KJ2102,0,1
"Iya kak ngk apa""",,0,1
"Sebenarnya saya tdk perlu mendapatkan itu  gpp kak,,,dikarenakan saya tdk punya noREG utk menggambil kekantorpun saya tdk bisa🤭🙏",KD1085,0,3
Maaf kak mgm itu kan komisi itu kan?,KD1085,0,1
"Hanya cuman bisa dipakai 1 device saja, apabila ada koneksi laptop yg tersambung",KT1968,0,3
untuk modemnya dipinjemin ya kak tidak perlu beli?,,0,1
Sinyal bermasalah lagi,KT1094,0,1
Jd saya tdk mendapatkan komisi itu tdk apa😊,KD1085,0,3
"Ok kak...saya tdk bisa mengambilnya kak,,krn saya juga ikhlas membantu teman/saudara yg membutuhkan pemasangan wifi",KD1085,0,1
Saya lebih baik langsung aja ke kantor aja,JT1053,0,2
Pembayaran melalui BRI pakai no. rek mana ?,KI1201,0,1
Ini nomer va untuk bca tidak ganti2 lagi kak?,KD0568,0,4
Itu kak separuh sinyal nya,KT2012,0,1
Iya kak ganti,"KD0965, KD1758, KD1812",0,2
Harus ganti ya,KM2005,0,1
Mana norek BRI nya,KP1280,0,4
Brrt gk jd y kk,KP2221,0,3
Ok baik insyaallah saya kasihnya besok senin aja,JT1053,0,1
Ganti ke ini kak,"KD0965, KD1758, KD1812",0,1
Oalah ok ok,KD1085,0,2
Pusing aku mas,,0,1
Maaf ini klo saya yg dowload apakah boleh,KD1085,0,2
Soalnya saudara gk bisa,KD1085,0,1
Posisi saya tidak ditempat,KM0787,0,2
tapi saya pakai naratel kak 2 bulan lalu,STKN0014,0,4
ID Pelanggan		: KN0427,STKN0014,0,2
Apakah saya chat lagi no ini mas,,0,1
mauu nanyaa untuk daerah sumber sari lowokwaru kota malang apakah bisa?,,0,1
Selamat sore kak,JT1061,0,1
Aku salah daftar nya tadi minta yg 120  Kok kepencet yg 175 kak,KN0619,0,1
Kami ambil paket 5 mbps yg 120 per bulan,,1,3
belum dapat kak,STKN0014,0,2
Sdh sama tdk bisa,KM2005,0,4
kok Mbps nya ga sesuai dengan harga yang ditiktok,,1,1
Mgkin ada tutorialx,KM2005,0,1
Untuk email ini email saya apa yg mau pasang,KD1085,1,1
Terima kasih kak,KT2012,0,1
ID Pelanggan : KT1968,KT1968,0,1
Sya sdh batasi tadi,KT2072,0,2
Tapi sandinya yg blm sya ganti,KT2072,0,1
yg ini bagaimana min penjelasan nyaa,,0,1
"kak sory tanya . jadi ini nanti di kasih 10 id gitu ya ? atau semisal udah ada yg pake 9device lalu ada numpang 1 device kemudian dia lupa ga ke log ut, apakah id tinggal 9 ?",STKN0014,0,1
Ok makasih kak informasinya kak..baik kalau gitu aq blsin,KP0380,0,2
saya daerah bns villa garuda,KD1824,0,2
untuk speednya real min?,,0,1
min btw mau bekerja sama dengn saya? kebetulan sayaa memiliki pelanggan yang lumayan untuk pemasangan wifi,,0,3
Pengajuan Libur Anda dapat diproses apabila melengkapi data berikut :  ID Pelanggan: 1778 Nama: faizah Sharelocation pemasangan WIFI:perumahan Wirogunan residency blok L19 Alasan Libur: Krn tidak ada yg memakai wifinya Tanggal Aktif Layanan: 17 Jadwal Pengambilan Modem: 17 Jam:  Segera isi form agar kami bisa memproses permohonan libur Anda. Terima kasih telah mempercayakan kami untuk melayani Anda🙏,"KM1778, KM3078, KM3888",0,1
Mksdny yg 30mbps itu smpe 6 hp ya ? Tanpa harus ada yg  log out,STKN0013,0,1
bagaimana min? lumayan untuk pemasaran produk kapten😉,,0,3
Kalau port 50rb itu per bulan? Pakai kabel?,KD1820,0,1
3 prangkat mas,,0,2
Pembayaran lewat alfamart itu apakah ada kode/gimana kak,KD1085,0,2
Mungkin sementara itu,KT2012,0,1
Yg Kemarin bisa semua. Wifi extender dan cctv,KD1820,0,3
lah klo log out ini apakah cukup dgn matikan wifi dri prngkat nya aja kh kk ?,STKN0013,0,1
Pindah ke malang,KM1543,0,1
boleh pasang sekarang mas,,1,4
Modem sy ada kk,STKN0013,0,2
Kk misal ini sy nyoba dlu bisa ta ?,STKN0013,0,1
Semisal nnti sy krg ccok sy kembali lagi ke paket sy yg skrg ini,STKN0013,1,1
Mas kalau boleh tau  apakah untuk pasangnya ada biaya atau tidak mas,,0,2
Di cabut aja gapapa,KM1543,4,4
Boleh pasang sekarang utk pembayan apakah boleh nanti pas waktu teknisi datang,KD1085,1,1
Disini puanas nas🥵,KD1085,0,4
oh oke kak,STKN0014,0,2
iya udah kk psang yg superstar ny hri ini bisa,STKN0013,0,1
kalo gitu pake ini kak,STKN0014,0,1
Maaf saya kurang faham masuk di web pembayarannya ini Jadi menta tolong klo ada no rek kirim langsung 🙏,,1,2
Mau nanya paket wifi apakah bisa?,,1,2
Pengajuan Berhenti Berlangganan Anda dapat diproses apabila melengkapi data berikut :  ID Pelanggan: kn0544 Nama: muhammad Alasan Berhenti Berlangganan:  lemot Jadwal Pengambilan Modem: sewaktu waktu Jam: bebas Sharelocation:  Segera isi form agar kami bisa memproses permohonan berhenti berlangganan Anda. Terima kasih telah mempercayakan kami untuk melayani Anda🙏,STKN0013,4,4
"Siap, kak bisa",KT1245,0,1
Tidak kak sudah cukup terimakasih,KD1085,0,1
Gk ada ..makasih,KP0380,0,2
Bisa diganti ta,KN0619,0,1
Baik kak Terimakasih,JT0340,0,1
"Oh baik, solusinya bagaimana ya?",KT1458,0,1
"Pagi kak, id pelanggan kt0199, internet tidak ada jaringan, modem sudah dimatikan 10 detik",KT0199,0,1
Mbak mintak kode pembayaran gak bisa byar,KI3117,0,2
"Bisa dibantu untuk mengisi datanya terlebih dahulu untuk memastikan area tercover atau belum, Kak 😊  Alamat Pemasangan:Aspol Kebonagung Pasuruan kota  Kelurahan: Kebonagung  Share location: Tahu Kapten Naratel darimana: ig      Terima kasih 😊",,0,2
Sebelah Timur Alfa Mart,KP2060,0,1
Kata sandi lama:20252026 Kalau kata sandi baru:24082307,KT2072,0,1
Itu aja deh,KT2072,0,2
Restart atau dimatikan saja kak?,KT1968,0,1
"Terima kasih atas konfirmasi pembayaran Anda. Masa aktif layanan telah kami perpanjang  Untuk informasi mengenai tanggal masa aktif, silakan cek melalui tautan berikut: https://pembayaran.kaptennaratel.com/  Jika wifinya masih belum bisa, mohon untuk me-restart modemnya. Caranya cabut adaptor selama 10 detik kemudian tancapkan lagi. Tunggu -/+3menit, sampai internet normal kembali😊",KM3800,4,2
Saya mau bayar atas nama listya aji munandar,,1,1
Id KM 3532,,0,1
Hp dan laptop,,0,2
"Sore, apakah lokasi ini tercover dengan jaringan Naratel?",KD0606,0,1
"Untuk layanan paket internet kami 5Mbps, misal kan pengen upgrade bisa kah?",KM3800,1,1
Soale *sangat Lemot dalam beberapa bulan terakhir*,KM3800,2,1
Hbs ini mau di Maron soale,KT2012,0,1
Kalau boleh tau kapan yaa bisa d pasang kak,KT1245,1,2
Tapi tetap tidak nyala,KT1094,1,2
Ini sudah dan tetap tidak nyala,KT1094,1,2
selamat siang kak mau tanya mau bayar wifi mohon konfirmasi nomer reking kak,KP0298,1,1
Di off kan lalu dinyalakan kembali ?,KT1968,0,2
atas nama agung wahyudi,KP0298,0,1
Sekarang tagihannya naik ta pak ? Biasanya 120.000?,KD0543,0,1
Sudah ya kak makasih,KJ2350,0,1
Internet saya bayar nanti sore atau besuk pagi  Saya msh di luar kota,KM0101,1,4
Kk COD kok gk ad,KP2221,0,4
Mungkin senin saja,KT2083,0,1
Besok saya konfirmasi lagi,KT2083,1,1
Lagi sibuk kak Nugas banyak,KT2083,0,2
kak udah ya,,0,3
"Kenapa gak seperti dulu aja, HP jadi kebanyakan aplikasi. Tambah biaya admin pula, apalagi ke alfa/indomaret, lbh besar admin nya😇",KD0865,1,3
Mba minta kode pembayaran Indomaret yang awalan kodenya 4,KJ1408,0,2
Kak kalau bayar secara tunai di mana ya,KT1866,1,1
Dimatikan trus nyalakan lagi gtubkah,KM2005,0,4
Va bri ada kah kak,KT0438,0,3
Apa mungkin nanti teknisi ke lokasi,KM2005,0,1
"Sy milih, yang 5 MPs yaa kak",KT1245,0,2
Maaf kak barusan modem wifinya sy matikan selama 10 menit dan sy hidupkan lagi tapi msh blm bisa konek.Trmksh,KM2104,0,1
Iya ka semua hp,"KJ2351, KT1412",0,1
Bukan lemot lg ka,"KJ2351, KT1412",2,1
perumahan villa garuda,KD1824,0,1
Sy minta yg lewat BRI,KM2104,0,1
"Saya pengguna naratel id : KI2211, bisa minta kode bayar untuk ke indomart?",KI2211,1,2
mau menanyakan bisa pasang wifi area gmpol desa ndeliring dusun winong,,1,4
Sabar KK  Lagi sedikit lagi KK,,0,4
Lah terus gmn ini? Kena prank dong,KD1820,0,1
"Siang,, ini wifi kok agak lemot ya apa ada trouble🙏",KI1320,2,2
Bisa dibantu isi form,,0,2
Baik kak 🙏,KT1245,0,1
Pembyaran COD kok gk bs,KP2221,0,2
Libur sementara kak karna yg di pasang wifi itu kn kos2an sedangkan kos2an nya msh kosong NNT klu ada yg ngekos baru Wifi-nya di hidupkn LG,"KM1778, KM3078, KM3888",1,1
Bs tha kak klu kayak gitu,"KM1778, KM3078, KM3888",0,3
iya kak gpp,STKN0014,0,1
Gmn cara pembayaran no ID pelanggan KJ2099,KJ2099,0,1
Maaf cara pembayaran nya kok tambah ribet ya.. sy download aplikasi gak bisa ...🙏,KM1500,0,2
Mau instalasi Wi Fi  5 mbps,,0,1
Kak kode ferial pakek apa ini,KN0619,0,3
Kak cara ubah password wifi gimana,,0,1
Baik ka mskh banyak,KI3367,0,2
Saya sdh mencoba bayar lwt  tf ke BCA tapi tidak bisa,JT0354,1,2
Maksdnya naik 1 level?,,0,2
Pokok 15 mbps,,0,4
Lupa nama e,,0,1
Siang maaf saya mau bayar wifi atas nama ria purwati,,1,1
Nggak ini udah on lagi,,0,3
"Kalau bisa seperti ini aj, kalau seperti semula dr awal ..🙏",KM1500,0,1
kak ini gmn ya? pdhl nomernya udh bener,,0,2
Yg 99k Bisa kuat hp brp,,0,1
1541200000 atau yang ini saja,KM1891,0,1
"Saya dapat info dari iklan, Ada Promo apa saja?",,1,2
Transfer melalui apk dana bisa ta,KP1280,1,1
1user 2 perangkat niku maksud e gimana ya,,0,1
"Mohon maaf kak , sudah bisa 🙏",,0,2
kalo audah ada modem kak ?,STKN0014,0,4
Yang 99ribu ada ya,,0,2
Pake yg ini,,0,2
bs tlg dicekkan ga kak nomornya,,0,1
untuk ID ini,,0,1
"Tidak kak , terimakasih",,0,1
Minta BRIVA nya mau bayar,KT0591,1,3
Ooo terimakasih infony🙏,KI1320,0,1
krn 2 nomor tlp salah semua,,0,3
"Dear Sobat Kapten,  ID Pelanggan: JT1061 Nama: Siti Aminah Paket: 10 Mbps Jatuh Tempo: 14 September 2025 Total Tagihan: Rp 178.000 (sudah termasuk ppn dan biaya layanan) Nomor VA BCA: 1541200000 0000017490 (hanya dapat dibayar melalui rekening Bank BCA)  Note: 1. Jika membutuhkan metode pembayaran lain (Alfamart, Indomaret, atau bank lain), silakan instal aplikasi Kapten Naratel. 2. Per September 2025, seluruh notifikasi akan dikirimkan melalui aplikasi dan tidak lagi melalui WhatsApp. 3. Nomor VA BCA tetap tidak berubah setiap bulan.  Unduh aplikasi Kapten Naratel di Play Store:  https://play.google.com/store/apps/details?id=com.kaptennaratel.app  Panduan instalasi aplikasi:  https://youtube.com/shorts/pDNGBPZ0Avk  Panduan pembayaran melalui aplikasi:  https://youtube.com/shorts/NWGcaaD5_Eo?feature=share  Apabila mengalami kendala instalasi atau pembayaran,  silakan hubungi Customer Service Kapten Naratel ☎ +62 882-1202-2222  Terima kasih 🙏🏻",JT1061,1,4
kenapa wifinya ga bisa nyambung ya kak? koneksi gagal terus,,0,1
beda ya kak,STKN0014,0,3
"Selamat malam. Mohon info Virtual Akun ID pelanggan: -KD0150 -KD0194 Mohon maaf mengganggu, aplikasi pembayaran untuk orang awam sulit gak spt sebelumnya sangat mudah dan praktis.",KD0150,0,1
Ke nomor ini ya,,0,4
Selamat sore.mohon maaf menganggu waktunya.saya atas nama pelanggan dengan id pelanggan KT.0435.kami mau bayar wifi apakah kami bisa membayar sekarang melalui briva,,1,2
Selamat sore.mohon maaf menganggu waktunya.saya atas nama pelanggan dengan id pelanggan KT.0435.kami mau bayar wifi apakah kami bisa membayar sekarang melalui briva,,1,4
Kost pak Suwono kertoleksono. 2A,,2,4
Apakah nomor VA sama dengan yang ini ya?,JT1061,0,1
Selamat pagi...  Maaf saya mau confirm masalah pembayaran wifi yang atas nama yadi jl joyo suko mas...  Untuk pembayaran melalui briva yg biasa kok gak bisa ya mas?,,0,1
Daerah Blandongan terminal baru,KP2100,0,1
baik kak terimakasih tolong yaa,,0,2
"Halo, dengan Syarifa Customer Service Layanan Internet Kapten Naratel. Bisa dibantu untuk mengisi datanya terlebih dahulu untuk memastikan area tercover atau belum, Kak 😊  Alamat Pemasangan: Kantor Pengurus Pp. Al Ishlah Langgar Genteng, Jalan Kramat No. 81, Pagentan, Singosari (Kantor pondok), KAB. MALANG, SINGOSARI, JAWA TIMUR, ID, 65153  Kelurahan: pagentan  Share location: https://maps.app.goo.gl/LVF9jumrDd2HWttQ8  Tahu Kapten Naratel darimana: teman  Terima kasih 😊",,0,2
Dek rmah wafi dak bisa,KP2100,0,2
"beberapa device kak saya ada tanya beberapa anak kost mereka blg lag, putus nyambung, dan seperti saya kak",,2,2
kalo seperti ini baru 2/3 harian ini kak,,0,1
sy pengguna lama,STKN0013,0,3
alamat: desa ndeliring kecamatan gmpol kabupaten Pasuruan kelurahan: winong ... tau dari saudara sayaa.,,0,1
Saya kan sudah upgrade ke yng 10 mbps,JT0340,0,2
Mohon maaf kak,KT1115,0,4
AQ pake va BCA ga bisa kak,KT0438,0,1
Mau transfer ke BRI,KP1280,1,1
Pakai BSI jg tidak bisa. No rekening yg di tulis no VA kan?,JT0354,0,3
Maaf Bos saya mau bayar wi-fi nomornya kok nggak bisa dikirim ya nomor rekening,KD1492,1,1
Oke skrg saya mau pakai paket ini bisa min?,,1,2
boleh liat spefikasi modem nya kak?,KM0528,0,2
Di Perumahan Taman Asri 2,,0,1
Tolong dibantu daftarkan ke aplikasi,,0,1
baik kak terimakasih,,0,1
jika sudah tolong konfirmasi ya kak,,1,1
Tidak ada TV dan CCTV mas,,0,3
Ini saya kan telat bayar nya,KT1115,1,1
owhh iya ka,,0,2
Langsung kabari ya,,0,1
Daftar yang kode linknya pertama dulu yaa kak,KT1245,0,2
ya betul kak,KP0298,0,4
kerto leksono A tidak bisa kak,,2,1
masi koneksi gagal,,0,3
D aplikasi yg paket 6giga kok g ada yaa,KT1115,1,2
Maaf Bos nggak bisa masuk ke akun link-nya,KD1492,1,3
router kedip merah,KD0652,0,2
internet saya gak bisa kak,KD0652,0,1
saya tadi menghubungi via aplikasi,KD0652,0,1
Oh iyaa kak baik,JT1061,0,1
Apk nya ada di playstore kah,JT1061,0,4
"wifi yg dekat kamar saya, kerto leksono A tp malahan itu yg ga bisa",,2,2
baik terimakasih ya kak🙏🏽,,0,1
kak kalo bayar pake bni gabisa kah,KT1870,1,3
sudah dapat balasan dari aplikasi kak,KD0652,0,2
𝑰𝒚𝒂 𝒈𝒂 𝒔𝒆𝒎𝒑𝒂𝒕 𝒌𝒍𝒖𝒂𝒓,KI1960,0,1
"siang min, kalo mau pemasangan dirumah saya bisa?",,0,3
kok sering ya trouble ya kak?,KD0652,2,3
Tapi d speedtes kok masih max +- 5 Mbps ya yng unduh nya,JT0340,0,1
yang dikirim kakak va bca,KT1870,0,1
"Dear Sobat Kapten,  ID Pelanggan: KT1870 Nama: Fajar Fahmi Asrofi Paket: 10 Mbps Jatuh Tempo: 13 September 2025 Total Tagihan: Rp 178.000 (sudah termasuk ppn dan biaya layanan) Nomor VA BCA: 1541200000 0000016900 (hanya dapat dibayar melalui rekening Bank BCA)  Note: 1. Jika membutuhkan metode pembayaran lain (Alfamart, Indomaret, atau bank lain), silakan instal aplikasi Kapten Naratel. 2. Per September 2025, seluruh notifikasi akan dikirimkan melalui aplikasi dan tidak lagi melalui WhatsApp. 3. Nomor VA BCA tetap tidak berubah setiap bulan.  Unduh aplikasi Kapten Naratel di Play Store:  https://play.google.com/store/apps/details?id=com.kaptennaratel.app  Panduan instalasi aplikasi:  https://youtube.com/shorts/pDNGBPZ0Avk  Panduan pembayaran melalui aplikasi:  https://youtube.com/shorts/NWGcaaD5_Eo?feature=share  Apabila mengalami kendala instalasi atau pembayaran,  silakan hubungi Customer Service Kapten Naratel ☎ +62 882-1202-2222  Terima kasih 🙏🏻",KT1870,1,2
ini va BCA,KT1870,0,4
Yang ini yang sobat yaa kak?,KT1245,0,2
jaringannya ga tersedia kak,,0,2
saya tambah jaringan juga ga bida,,0,1
apa.masih yang ini kak,KP0298,0,1
VA BRI : 57889370008172066 Alfamart: 1001453907952 Indomaret : 453907951 BCA : 15412000000000013234,KP0298,0,1
ga adaa kak jaringannya,,0,3
kok gak ada info ya kak kalau memang lagi ada kendala?,KD0652,0,1
saya pake bni ke no va itu bisa berarti kak?,KT1870,0,3
biasakan di info by wa atau aplikasi,KD0652,0,1
yang mana nomer rekeningnya kak,KP0298,0,3
apa.masih dengan nomer yang ini kak,KP0298,0,1
baik kalau begitu,KD0652,0,1
kata ibu kost saya seperti itu kak,,0,2
Koneksi internet terputus,KD0640,0,4
Itu system nya gimana kak?,,0,1
Psang hri ini ya,STKN0013,0,1
Yg ngrestat harus teknisinya klo kita TDK bisa🙏🏻,,0,3
"Sdh pak, terima kasih",KT2072,0,3
"Permisi kak, mau nanya perihal promo soal aplikasi",,1,1
WiFi terputus  Mulai 1 jam yg lalu  Modem Uda d restart  Msh tetap,KT1379,0,4
payment KM 1882 Agustus,KM1882,0,1
No nya yg untuk pembayaran yg mana mbk,KI3117,0,1
Bisa ga kak ?,KJ2184,0,1
Kak mau nanya apakah boleh ganti sama yg 120 an itu kak maksudnya tu mbps nya do kurangi,KJ2184,0,1
Kak mau nanya apakah boleh ganti sama yg 120 an itu kak maksudnya tu mbps nya di kurangi,KJ2184,0,1
"Kak untuk pembayaran bln September nomernya brp ya ,soale nomer yg kemarin Kakak kasih ngak bisa buat pembayaran",,0,3
Yg kayak kmrn aja mbk sing gak ribet,KI3117,0,1
nominal yanh harus saya ketik berapaa kak,KT1870,0,4
Maaf Yuni besok biar teknisinya aja 🙏🏻 Kta ngak tau yg mana yg di cbutnya soalnya nnti malah GK bisa,,0,2
dari ibu kost saya bilang gitu kak,,0,1
makasii ya kak,,0,1
Saya menggunakan rek yg blan kmaren... Soalnya stiap pembayaran no rek gant2 trus...  Mohon no rek klo ada yg baru lagi di konfirmasi,,1,1
Gmna cara nya kak,KJ2184,0,3
Atau bisa langsung saja,KJ2184,0,1
Biasanya ad yg komen trus di jadwal kn pengecekan ke sini,,0,4
Oala...biasanya di jadwalkan pengecekan,,0,2
Iya jdi saya  mau ganti downgrade nya gitu kak,KJ2184,0,1
Bisa kan ?,KJ2184,0,1
Mau bayar lewat indomaret bisa t,KM2965,1,3
wifinya agak lemot kak bbrp hari ini,KJ1318,2,3
La itu yg g tau kak Krn blm ada yg ngekos LG jd Wifi-nya g ada yg makai,"KM1778, KM3078, KM3888",0,1
Sudah saya bayar ya,KM0222,1,1
Baik kk Kami tunggu besok pagi yah kak,KT2083,0,3
Knpa sya mau cek perangkat tdak bisa,KT2072,1,2
Klu memang ada yg ngekos NNT q wa bs tha di aktifkan lg,"KM1778, KM3078, KM3888",0,3
Id saya lupa kak.. Username wifi saya Supriyanto Lokasi bugul kidul,,0,1
Ini nmer istri dek rmah skrang sya kluar,KP2100,0,4
Kapan aja bisa kan kak bayar nya ?,KJ2184,1,1
Pengajuan Berhenti Berlangganan Anda dapat diproses apabila melengkapi data berikut :  ID Pelanggan: Nama: Paramita Firdiana Alasan Berhenti Berlangganan: Beralih paket superstar Jadwal Pengambilan Modem: 15 September 2025 Jam: 10.00 Sharelocation: https://maps.app.goo.gl/jfJmTqNWtCMNRPtH9?g_st=ipc  Segera isi form agar kami bisa memproses permohonan berhenti berlangganan Anda. Terima kasih telah mempercayakan kami untuk melayani Anda🙏,STKN0014,4,2
Kak boleh nanya kalo ganti kata sandi nya gmna ya,KJ2184,0,1
Itu free kak?,,0,3
Mau tanya ini cara bayar lewat dana gimana ya saya krm ke BCAnya kok gk bisa,KD0294,1,3
Di appstore ngga ada kak?,,0,1
Selamat malam kak.. Saya mau membayar via BRI saja apa bisa.. karena BCA nya masih terblokir punya saya🙏🏻🙏🏻,KT0810,0,2
No va yang ini kah kak,KT0438,0,2
Dari jam berapa sampe jam berapa kak?,,0,2
Barusan saya cek ngga ketemu,,1,1
hanya digunakan untuk WA IG Tiktok dan google,KT1968,0,1
KD0149 /eti krisnawati,,0,1
Tapi saya lupa password email saya,KT0810,0,3
"Mau konsul penambahan MBPS, bagaimana caranya?",KI1531,0,1
Lgsng dsni aja g bisa ta ?,STKN0013,0,1
Kan sy pengguna lama data sy kan sdh ada disitu,STKN0013,0,1
cmn hnya ubah pket aja kan,STKN0013,0,4
perlu di konfirm ke sini bukti pembayaran nya kak?,KT1870,1,1
sudah kak berubah status aktif nya,KT1870,0,2
terimakasih ya kak,KT1870,0,2
"halo kak, kalo mau ganti nomor hp gimana ya kak? apa langsung ganti aja?",KM3219,0,4
di indomaret blm bisa pembayaran kapten,"KD0123, KD1721",0,2
Sama kode promo nya ?,STKN0013,1,1
Kode promo ?,STKN0013,1,1
Kalau kalau yg 15 mbps,,0,3
Sdh sy input smua,STKN0013,0,1
Maaf gak ada...  Dan makasih ya dah selesai,,0,1
"Ingin melaporkan mengenai jaringan internet dirumah saya kenapa lambat sekali ya, ketika ada 1 device laptop yang tersambung ke jaringan wifi, seketika langsung lemot jaringan nya, padahal hanya 3 device saja yaitu 2 hp dan 1 laptop yg terhubung",KT1968,2,2
Yg perumahan Wirogunan blok L19 kak,"KM1778, KM3078, KM3888",0,1
Selamat mlm mau bayar WiFi mbak,KT1596,1,2
Untuk pembayaran apa bisa melalui briva kah,KT1115,0,1
Atau siang jam 1,KI3367,0,2
Pas libur kerja,KI3367,0,2
Minta nomor rekening bri mbak,KT1596,0,1
tdi di apk sy plih nya bca,STKN0013,0,3
Kp2163 Riyan Hardiyanto,KP2163,0,1
Minta virtual akun brinya mbak,KT1596,0,2
Klu tnggl aktif blm tau kak,"KM1778, KM3078, KM3888",0,1
iya benar kak,KM3219,0,4
"Permisi kak, dari kami tidak ada yang memakai android apakah aplikasi tidak tersedia di appstore? Terimakasih",KT1953,0,4
Baik kak saya cek,KT0199,1,1
sy tunggu psang and aktif mlm ini ya,STKN0013,0,1
Kak untuk pembayaran via m banking BCA kok GK bisa ya,KP1983,0,3
Biasanya saya bayar antar bank briva,KP1983,1,1
Mau bayar Wi-Fi di mana yaa,KD1498,1,1
Mlm ini aja kk,STKN0013,0,4
Belum selesai kah,KD0640,0,1
Solny nnti jm 12 mlm sy sdh mati wifi ku,STKN0013,2,1
Tlong kk di usshakan mlm ini,STKN0013,0,1
Cmn gnti modem aja,STKN0013,0,1
Kbel sdh ada,STKN0013,0,2
Pke yg lma,STKN0013,0,4
Nnti jam 12 mlm sdh g bisa pke sdh msuk 14 sep kan,STKN0013,0,3
Atas nama jihan,KJ0815,0,1
Cmn ganti modem di dlm aja kn kk  kabel sdh ada pke yg lama,STKN0013,0,3
Masa aktif tgl 13 hari ini,KJ0815,0,1
Maaf kadar luasa,KJ2099,0,1
Saya mo bayar wifi dari pagi kok gangguan terus,KJ0815,2,4
Soalnya kemarin telat bayar,KJ2099,1,1
Katanya sudah terbayarkan,KJ0815,0,1
La tapi fi hp gak ada pemberitauan,KJ0815,0,4
Saya di wilayah landungsari tirto utomo  kk,KJ0815,2,2
ini nomornya yg baru kak 081908937202 atas nama Nadiyah Putri Naurah,KM3219,0,4
Wins solusien ya?,KJ0815,0,1
Terima kasih telah menghubungi Sugiarto Wibowo. Silakan beri tahu apa yang dapat kami bantu.,KM1325,2,1
Masih muncul warna merah,KM1325,0,1
y da bsk antara jam 9 10 pagi ya,STKN0013,0,2
"Iya kak, terimakasih 🙏🏻",KP1983,0,1
maaf td salah kirim,KJ0535,0,1
Yg ini ya kk,KJ0815,0,1
Wifi nya kok ga bisa dipakai ya,KD0455,0,1
Dibayar jg ga bisa,KD0455,0,3
Ad customer yg mau bayar,GJ0394,1,1
Wifiku kok putus nyambung terus dari kmrn kak,KM2665,2,3
"Iya ka, saya kmaren upgrade ke 30mbps blm terupgrade ya sampe skrg",KI3018,0,1
"Kk klo tiap bln di perbarui jadi repot ya, kok jadi gak mudah ya",KJ0815,0,1
