id,kode_user,paket_satuan,status_log,lama_aktivasi
1848,KM2928,5 Mbps,y,19 bulan
1849,KT0806,5 Mbps,y,19 bulan
1850,KD0680,10 Mbps,y,19 bulan
1851,KD0682,5 Mbps,y,19 bulan
1852,KT0810,5 Mbps,y,19 bulan
1853,KM2933,10 Mbps,y,19 bulan
1854,KM2934,10 Mbps,n,19 bulan
1855,KD0683,5 Mbps,y,19 bulan
1856,JT0175,10 Mbps,y,19 bulan
1857,KM2939,5 Mbps,y,19 bulan
1858,KM2941,5 Mbps,y,19 bulan
1859,KM2944,10 Mbps,y,19 bulan
1860,JT0176,10 Mbps,y,19 bulan
1861,JT0177,10 Mbps,y,19 bulan
1862,KD0652,10 Mbps,y,19 bulan
1863,KT0820,5 Mbps,y,19 bulan
1864,KM2952,5 Mbps,y,19 bulan
1865,JT0179,10 Mbps,y,19 bulan
1866,KD0687,5 Mbps,y,19 bulan
1867,KM2960,5 Mbps,y,19 bulan
1868,KD0694,5 Mbps,y,19 bulan
1869,KM2961,5 Mbps,y,19 bulan
1870,JT0182,5 Mbps,y,19 bulan
1871,KD0696,5 Mbps,y,19 bulan
1872,KM2964,10 Mbps,y,19 bulan
1873,KM2965,5 Mbps,y,19 bulan
1874,JT0183,10 Mbps,y,19 bulan
1875,KD0698,5 Mbps,y,19 bulan
1876,KM2968,5 Mbps,y,19 bulan
1877,JT0184,10 Mbps,y,19 bulan
1878,KT0827,5 Mbps,y,19 bulan
1879,KI2329,10 Mbps,y,19 bulan
1880,KM2972,5 Mbps,y,19 bulan
1881,KD0691,5 Mbps,y,19 bulan
1882,JT0185,10 Mbps,y,19 bulan
1883,KM2948,5 Mbps,y,19 bulan
1884,KM2974,5 Mbps,y,19 bulan
1885,KD0700,10 Mbps,y,19 bulan
1886,KM2978,5 Mbps,y,19 bulan
1887,KT0831,10 Mbps,y,19 bulan
1888,KM2980,10 Mbps,y,19 bulan
1889,EDKD0001,20 Mbps,n,19 bulan
1890,JT0187,10 Mbps,y,19 bulan
1891,KM2988,5 Mbps,y,19 bulan
1892,KT0835,10 Mbps,y,19 bulan
1893,KM2991,5 Mbps,n,19 bulan
1894,KM2993,5 Mbps,y,19 bulan
1895,JT0190,10 Mbps,y,19 bulan
1896,KT0836,5 Mbps,y,19 bulan
1897,KM2995,10 Mbps,y,19 bulan
1898,JT0191,5 Mbps,y,19 bulan
1899,KD0714,10 Mbps,y,19 bulan
1900,JT0192,10 Mbps,y,19 bulan
1901,KD0715,10 Mbps,y,19 bulan
1902,KI2341,5 Mbps,y,19 bulan
1903,KD0716,5 Mbps,y,19 bulan
1904,KM3002,5 Mbps,y,19 bulan
1905,KM3000,10 Mbps,y,19 bulan
1906,KM3003,5 Mbps,y,19 bulan
1907,KM3007,5 Mbps,y,19 bulan
1908,KI2345,10 Mbps,y,19 bulan
1909,KM3008,5 Mbps,y,19 bulan
1910,JT0194,5 Mbps,y,19 bulan
1911,JT0196,5 Mbps,y,19 bulan
1912,KD0720,10 Mbps,y,19 bulan
1913,KM3013,15 Mbps,y,19 bulan
1914,KD0722,5 Mbps,y,18 bulan
1915,KT0849,10 Mbps,y,18 bulan
1916,KI2348,5 Mbps,n,18 bulan
1917,KD0723,10 Mbps,n,18 bulan
1918,KM3031,10 Mbps,y,18 bulan
1919,KD0726,5 Mbps,y,18 bulan
1920,KI2350,10 Mbps,y,18 bulan
1921,KD0731,5 Mbps,y,18 bulan
1922,KT0859,5 Mbps,n,18 bulan
1923,KI2351,5 Mbps,y,18 bulan
1924,KM3037,5 Mbps,y,18 bulan
1925,KT0861,5 Mbps,y,18 bulan
1926,JT0202,10 Mbps,y,18 bulan
1927,KM3035,10 Mbps,y,18 bulan
1928,KM3042,5 Mbps,y,18 bulan
1929,KD0732,10 Mbps,y,18 bulan
1930,KM3043,10 Mbps,y,18 bulan
1931,KM3045,5 Mbps,y,18 bulan
1932,KM3048,5 Mbps,y,18 bulan
1933,KI2355,5 Mbps,y,18 bulan
1934,KM3033,5 Mbps,y,18 bulan
1935,KM3052,5 Mbps,y,18 bulan
1936,JT0206,10 Mbps,y,18 bulan
1937,KM3057,5 Mbps,y,18 bulan
1938,KM3061,5 Mbps,y,18 bulan
1939,KM3064,5 Mbps,y,18 bulan
1940,KI2362,5 Mbps,y,18 bulan
1941,KM3065,5 Mbps,y,18 bulan
1942,KD0739,5 Mbps,y,18 bulan
1943,EDKI0001,10 Mbps,n,18 bulan
1944,KM3063,5 Mbps,y,18 bulan
1945,KM3059,10 Mbps,y,18 bulan
1946,KD0746,10 Mbps,y,18 bulan
1947,KD0744,5 Mbps,y,18 bulan
1948,KM3073,5 Mbps,y,18 bulan
1949,KI2370,5 Mbps,y,18 bulan
1950,JT0212,5 Mbps,y,18 bulan
1951,KM3079,5 Mbps,y,18 bulan
1952,KM3078,10 Mbps,y,18 bulan
1953,KI2373,10 Mbps,y,18 bulan
1954,KD0751,5 Mbps,y,18 bulan
1955,KT0880,10 Mbps,y,18 bulan
1956,KM3085,5 Mbps,y,18 bulan
1957,KI2375,10 Mbps,y,18 bulan
1958,KI2376,10 Mbps,n,18 bulan
1959,JT0214,10 Mbps,y,18 bulan
1960,KI2377,10 Mbps,y,18 bulan
1961,KM3092,5 Mbps,y,18 bulan
1962,KT0785,5 Mbps,y,18 bulan
1963,KD0753,10 Mbps,y,18 bulan
1964,KM3095,10 Mbps,y,18 bulan
1965,KM3096,5 Mbps,y,18 bulan
1966,KI2356,5 Mbps,y,18 bulan
1967,KM3102,5 Mbps,y,18 bulan
1968,KT0884,6 Mbps,y,18 bulan
1969,KM3105,5 Mbps,y,18 bulan
1970,JT0217,5 Mbps,y,18 bulan
1971,KD0706,10 Mbps,y,18 bulan
1972,KM3114,10 Mbps,y,18 bulan
1973,KI2385,5 Mbps,y,18 bulan
1974,KM3116,5 Mbps,y,18 bulan
1975,KT0890,5 Mbps,y,18 bulan
1976,KM3118,5 Mbps,y,18 bulan
1977,KT0893,15 Mbps,y,18 bulan
1978,KT0891,5 Mbps,y,18 bulan
1979,KM3125,5 Mbps,y,18 bulan
1980,JT0220,10 Mbps,y,18 bulan
1981,KM3123,10 Mbps,y,18 bulan
1982,KT0897,5 Mbps,y,18 bulan
1983,KI2389,5 Mbps,n,18 bulan
1984,JT0221,5 Mbps,y,18 bulan
1985,KD0759,5 Mbps,y,18 bulan
1986,KM3131,5 Mbps,y,18 bulan
1987,KM3132,5 Mbps,y,18 bulan
1988,KD0758,5 Mbps,y,18 bulan
1989,KD0760,5 Mbps,y,17 bulan
1990,KM3139,10 Mbps,y,17 bulan
1991,KM3140,10 Mbps,y,17 bulan
1992,JT0224,5 Mbps,y,17 bulan
1993,KM3146,5 Mbps,y,17 bulan
1994,KD0763,10 Mbps,y,17 bulan
1995,KT0905,6 Mbps,y,17 bulan
1996,KD0764,5 Mbps,y,17 bulan
1997,KT0904,10 Mbps,y,17 bulan
1998,KD0765,5 Mbps,y,17 bulan
1999,KT0909,10 Mbps,y,17 bulan
2000,JT0227,10 Mbps,y,17 bulan
2001,KM3147,10 Mbps,y,17 bulan
2002,KM3150,5 Mbps,y,17 bulan
2003,JT0229,5 Mbps,n,17 bulan
2004,KT0907,5 Mbps,y,17 bulan
2005,KM3153,5 Mbps,y,17 bulan
2006,JT0230,5 Mbps,y,17 bulan
2007,JT0231,5 Mbps,y,17 bulan
2008,KM3154,5 Mbps,y,17 bulan
2009,KI2400,5 Mbps,y,17 bulan
2010,KD0771,10 Mbps,y,17 bulan
2011,KI2404,5 Mbps,y,17 bulan
2012,KD0772,5 Mbps,y,17 bulan
2013,KM3159,5 Mbps,y,17 bulan
2014,KI2407,10 Mbps,y,17 bulan
2015,KI2406,10 Mbps,y,17 bulan
2016,KD0774,5 Mbps,n,17 bulan
2017,JT0234,5 Mbps,y,17 bulan
2018,KM3157,5 Mbps,y,17 bulan
2019,KT0914,5 Mbps,n,17 bulan
2020,KD0775,5 Mbps,y,17 bulan
2021,KI2409,5 Mbps,y,17 bulan
2022,KD0776,5 Mbps,y,17 bulan
2023,KM2975,5 Mbps,y,17 bulan
2024,KM3171,5 Mbps,y,17 bulan
2025,KI2414,10 Mbps,y,17 bulan
2026,KM3174,10 Mbps,y,17 bulan
2027,KI2415,5 Mbps,y,17 bulan
2028,KM3182,5 Mbps,y,17 bulan
2029,JT0243,5 Mbps,y,17 bulan
2030,KM3183,5 Mbps,y,17 bulan
2031,KM3192,10 Mbps,y,17 bulan
2032,KT0932,15 Mbps,y,17 bulan
2033,KI2424,5 Mbps,y,17 bulan
2034,KI2426,10 Mbps,y,17 bulan
2035,KD0795,10 Mbps,y,17 bulan
2036,KM3196,5 Mbps,y,17 bulan
2037,KT0935,5 Mbps,n,17 bulan
2038,KT0937,10 Mbps,y,17 bulan
2039,KT0938,5 Mbps,n,17 bulan
2040,KM3206,5 Mbps,y,17 bulan
2041,KT0925,10 Mbps,y,17 bulan
2042,KN0177,5 Mbps,y,17 bulan
2043,KM3211,5 Mbps,y,17 bulan
2044,KT0940,5 Mbps,y,17 bulan
2045,KM3219,5 Mbps,y,17 bulan
2046,KM3220,5 Mbps,y,17 bulan
2047,KT0945,5 Mbps,y,17 bulan
2048,KI2423,10 Mbps,y,17 bulan
2049,KI2431,10 Mbps,y,17 bulan
2050,KI2433,10 Mbps,y,17 bulan
2051,KN0180,10 Mbps,y,17 bulan
2052,KM3227,5 Mbps,y,17 bulan
2053,KN0182,10 Mbps,y,17 bulan
2054,KM3226,10 Mbps,y,17 bulan
2055,KD0802,10 Mbps,y,17 bulan
2056,JT0254,5 Mbps,y,17 bulan
2057,KI2435,5 Mbps,n,17 bulan
2058,KT0951,10 Mbps,y,16 bulan
2059,JT0256,5 Mbps,y,16 bulan
2060,KM3240,5 Mbps,y,16 bulan
2061,KM3239,10 Mbps,y,16 bulan
2062,KM3242,5 Mbps,y,16 bulan
2063,KM3244,5 Mbps,y,16 bulan
2064,KM3246,10 Mbps,n,16 bulan
2065,KM3250,5 Mbps,y,16 bulan
2066,KI2444,5 Mbps,y,16 bulan
2067,JT0262,5 Mbps,y,16 bulan
2068,KM3258,5 Mbps,y,16 bulan
2069,KM3255,30 Mbps,y,16 bulan
2070,KM3262,15 Mbps,y,16 bulan
2071,KM3267,10 Mbps,y,16 bulan
2072,KD0819,10 Mbps,y,16 bulan
2073,KT0963,10 Mbps,y,16 bulan
2074,KT0965,10 Mbps,y,16 bulan
2075,KT0966,10 Mbps,y,16 bulan
2076,KN0181,10 Mbps,y,16 bulan
2077,KM3275,10 Mbps,y,16 bulan
2078,KI2454,5 Mbps,y,16 bulan
2079,KD0810,10 Mbps,y,16 bulan
2080,KI2455,10 Mbps,y,16 bulan
2081,KT0964,5 Mbps,y,16 bulan
2082,JT0266,5 Mbps,y,16 bulan
2083,KM3292,5 Mbps,y,16 bulan
2084,KM3298,10 Mbps,n,16 bulan
2085,KN0193,5 Mbps,y,16 bulan
2086,KM3306,10 Mbps,y,16 bulan
2087,KD0834,5 Mbps,y,16 bulan
2088,KI2463,5 Mbps,y,16 bulan
2089,JT0272,5 Mbps,y,16 bulan
2090,KM3318,10 Mbps,y,16 bulan
2091,KM3320,5 Mbps,y,16 bulan
2092,JT0273,5 Mbps,y,16 bulan
2093,KM3322,5 Mbps,y,16 bulan
2094,KT0985,5 Mbps,y,16 bulan
2095,KT0986,10 Mbps,y,16 bulan
2096,JT0277,5 Mbps,y,16 bulan
2097,KD0846,15 Mbps,y,16 bulan
2098,KD0844,15 Mbps,y,16 bulan
2099,KM3343,5 Mbps,n,16 bulan
2100,KM3339,5 Mbps,y,16 bulan
2101,KM3344,5 Mbps,y,16 bulan
2102,KM3355,10 Mbps,y,16 bulan
2103,KT0996,5 Mbps,y,16 bulan
2104,KD0845,5 Mbps,y,16 bulan
2105,JT0278,10 Mbps,n,16 bulan
2106,KM3354,5 Mbps,y,16 bulan
2107,KM3359,10 Mbps,y,16 bulan
2108,JT0281,5 Mbps,y,16 bulan
2109,KM3363,5 Mbps,y,16 bulan
2110,KT1001,5 Mbps,y,16 bulan
2111,KD0849,5 Mbps,y,16 bulan
2112,KN0198,15 Mbps,y,16 bulan
2113,KM3367,5 Mbps,y,16 bulan
2114,KM3364,5 Mbps,y,16 bulan
2115,KM3372,5 Mbps,y,16 bulan
2116,KT1003,5 Mbps,y,16 bulan
2117,KT1005,10 Mbps,y,16 bulan
2118,KM3375,5 Mbps,y,16 bulan
2119,KT1004,10 Mbps,y,16 bulan
2120,KM3380,5 Mbps,y,16 bulan
2121,KM3383,10 Mbps,y,16 bulan
2122,KM3392,5 Mbps,y,16 bulan
2123,KM3393,5 Mbps,y,16 bulan
2124,KM3390,10 Mbps,y,16 bulan
2125,KD0857,5 Mbps,y,16 bulan
2126,KD0858,10 Mbps,y,16 bulan
2127,KM3398,10 Mbps,y,16 bulan
2128,KN0201,5 Mbps,y,16 bulan
2129,JT0290,5 Mbps,y,16 bulan
2130,KM3405,5 Mbps,y,16 bulan
2131,KM3408,5 Mbps,y,15 bulan
2132,JT0291,5 Mbps,y,15 bulan
2133,KI2481,10 Mbps,y,15 bulan
2134,KM3409,5 Mbps,y,15 bulan
2135,KM3417,5 Mbps,y,15 bulan
2136,KT1021,10 Mbps,y,15 bulan
2137,KM3418,10 Mbps,y,15 bulan
2138,KM3422,5 Mbps,n,15 bulan
2139,KD0867,10 Mbps,y,15 bulan
2140,KD0865,10 Mbps,y,15 bulan
2141,KD0866,10 Mbps,y,15 bulan
2142,KM3431,10 Mbps,y,15 bulan
2143,KM3433,5 Mbps,y,15 bulan
2144,KD0869,5 Mbps,y,15 bulan
2145,KD0870,5 Mbps,y,15 bulan
2146,KM3435,5 Mbps,y,15 bulan
2147,JT0296,5 Mbps,y,15 bulan
2148,KM3437,5 Mbps,n,15 bulan
2149,KM3439,5 Mbps,y,15 bulan
2150,KM3426,5 Mbps,y,15 bulan
2151,KD0871,10 Mbps,l,15 bulan
2152,KN0210,10 Mbps,y,15 bulan
2153,KT1026,10 Mbps,y,15 bulan
2154,KM3446,10 Mbps,y,15 bulan
2155,KM3450,5 Mbps,y,15 bulan
2156,KM3452,5 Mbps,y,15 bulan
2157,KD0876,5 Mbps,y,15 bulan
2158,KM3402,5 Mbps,y,15 bulan
2159,KN0213,10 Mbps,y,15 bulan
2160,JT0299,10 Mbps,y,15 bulan
2161,KM3462,5 Mbps,y,15 bulan
2162,KM3463,5 Mbps,n,15 bulan
2163,KI2497,5 Mbps,y,15 bulan
2164,KM3467,10 Mbps,y,15 bulan
2165,JT0303,5 Mbps,y,15 bulan
2166,KM3470,5 Mbps,y,15 bulan
2167,KI2488,10 Mbps,y,15 bulan
2168,JT0305,15 Mbps,y,15 bulan
2169,KM3474,5 Mbps,y,15 bulan
2170,KM3476,10 Mbps,n,15 bulan
2171,KM3477,5 Mbps,y,15 bulan
2172,KM3480,5 Mbps,y,15 bulan
2173,KM3486,5 Mbps,y,15 bulan
2174,KM3488,10 Mbps,y,15 bulan
2175,JT0309,10 Mbps,y,15 bulan
2176,JT0310,5 Mbps,n,15 bulan
2177,KT1052,5 Mbps,y,15 bulan
2178,KM3507,5 Mbps,y,15 bulan
2179,KM3511,5 Mbps,y,15 bulan
2180,JT0313,5 Mbps,y,15 bulan
2181,KD0894,10 Mbps,y,15 bulan
2182,KD0875,5 Mbps,y,15 bulan
2183,KM3513,5 Mbps,y,15 bulan
2184,KN0223,5 Mbps,y,15 bulan
2185,KI2509,10 Mbps,y,15 bulan
2186,KM3522,5 Mbps,y,15 bulan
2187,KD0897,10 Mbps,y,15 bulan
2188,KM3523,15 Mbps,y,15 bulan
2189,KM3527,5 Mbps,y,15 bulan
2190,KM3528,5 Mbps,y,15 bulan
2191,KM3534,5 Mbps,y,15 bulan
2192,KD0901,5 Mbps,y,15 bulan
2193,KM3535,5 Mbps,y,15 bulan
2194,KM3536,5 Mbps,y,15 bulan
2195,KM3541,5 Mbps,y,15 bulan
2196,KM3537,5 Mbps,y,15 bulan
2197,KM3546,10 Mbps,y,15 bulan
2198,KM3547,5 Mbps,y,15 bulan
2199,KM3549,10 Mbps,y,15 bulan
2200,KM3548,10 Mbps,y,15 bulan
2201,KM3553,5 Mbps,y,15 bulan
2202,JT0324,5 Mbps,n,15 bulan
2203,KM3554,5 Mbps,n,15 bulan
2204,KM3555,5 Mbps,y,15 bulan
2205,KI2522,5 Mbps,y,15 bulan
2206,KM3557,5 Mbps,y,15 bulan
2207,KT1056,5 Mbps,y,15 bulan
2208,KI2523,5 Mbps,y,15 bulan
2209,KM3564,5 Mbps,y,15 bulan
2210,KI2526,5 Mbps,y,15 bulan
2211,KM3566,5 Mbps,y,15 bulan
2212,KM3568,5 Mbps,y,15 bulan
2213,JT0330,5 Mbps,y,15 bulan
2214,JT0329,5 Mbps,y,15 bulan
2215,KI2528,5 Mbps,y,15 bulan
2216,KD0899,5 Mbps,y,15 bulan
2217,KM3569,5 Mbps,y,15 bulan
2218,KM3570,10 Mbps,y,15 bulan
2219,KD0905,5 Mbps,y,15 bulan
2220,KM3572,5 Mbps,y,15 bulan
2221,JT0333,5 Mbps,y,15 bulan
2222,KI2529,5 Mbps,y,15 bulan
2223,KM3575,5 Mbps,y,15 bulan
2224,JT0334,5 Mbps,n,15 bulan
2225,KD0907,10 Mbps,y,15 bulan
2226,KM3580,10 Mbps,y,15 bulan
2227,KD0908,10 Mbps,n,15 bulan
2228,KD0909,10 Mbps,y,15 bulan
2229,KM3585,5 Mbps,y,15 bulan
2230,KI2538,5 Mbps,y,15 bulan
2231,KT1074,10 Mbps,y,15 bulan
2232,KD0912,5 Mbps,y,15 bulan
2233,KI2539,5 Mbps,y,15 bulan
2234,KT1073,5 Mbps,y,15 bulan
2235,KI2541,5 Mbps,y,15 bulan
2236,KI2535,10 Mbps,y,15 bulan
2237,KI2537,10 Mbps,y,15 bulan
2238,KD0916,5 Mbps,y,15 bulan
2239,KM3595,5 Mbps,y,15 bulan
2240,KI2543,10 Mbps,y,15 bulan
2241,KM3596,5 Mbps,y,15 bulan
2242,KT1076,50 Mbps,y,15 bulan
2243,KM3597,5 Mbps,n,15 bulan
2244,KI2547,20 Mbps,n,15 bulan
2245,JT0340,10 Mbps,y,15 bulan
2246,KI2548,5 Mbps,y,15 bulan
2247,KN0237,5 Mbps,n,15 bulan
2248,KD0918,10 Mbps,y,15 bulan
2249,KM3607,10 Mbps,y,15 bulan
2250,KM3606,5 Mbps,y,15 bulan
2251,KM3608,5 Mbps,y,15 bulan
2252,KI2552,10 Mbps,y,15 bulan
2253,KM3611,5 Mbps,n,15 bulan
2254,KM3612,5 Mbps,y,15 bulan
2255,KM3617,5 Mbps,y,14 bulan
2256,KM3618,10 Mbps,y,14 bulan
2257,KI2553,5 Mbps,y,14 bulan
2258,KM3619,5 Mbps,y,14 bulan
2259,JT0346,5 Mbps,y,14 bulan
2260,KN0240,10 Mbps,y,14 bulan
2261,KD0917,5 Mbps,y,14 bulan
2262,KN0239,10 Mbps,y,14 bulan
2263,KT1083,10 Mbps,y,14 bulan
2264,KM3626,5 Mbps,y,14 bulan
2265,KI2555,10 Mbps,y,14 bulan
2266,KM3629,5 Mbps,y,14 bulan
2267,KT1085,10 Mbps,n,14 bulan
2268,KN0243,10 Mbps,y,14 bulan
2269,KN0244,10 Mbps,y,14 bulan
2270,KI2558,10 Mbps,y,14 bulan
2271,JT0348,5 Mbps,y,14 bulan
2272,KN0246,10 Mbps,n,14 bulan
2273,JT0349,5 Mbps,y,14 bulan
2274,KI2560,10 Mbps,y,14 bulan
2275,KM3636,5 Mbps,y,14 bulan
2276,KM3646,5 Mbps,y,14 bulan
2277,KM3650,5 Mbps,y,14 bulan
2278,KI2563,5 Mbps,y,14 bulan
2279,EDKD0002,20 Mbps,y,14 bulan
2280,KM3652,10 Mbps,y,14 bulan
2281,KT1089,15 Mbps,y,14 bulan
2282,KD0928,5 Mbps,y,14 bulan
2283,JT0354,10 Mbps,y,14 bulan
2284,KT1092,10 Mbps,y,14 bulan
2285,KM3657,5 Mbps,y,14 bulan
2286,KM3660,5 Mbps,y,14 bulan
2287,KM3664,5 Mbps,y,14 bulan
2288,KM3667,10 Mbps,y,14 bulan
2289,KI2571,5 Mbps,y,14 bulan
2290,KD0933,10 Mbps,y,14 bulan
2291,KM3671,5 Mbps,y,14 bulan
2292,KM3672,5 Mbps,y,14 bulan
2293,JT0358,5 Mbps,y,14 bulan
2294,KM3678,5 Mbps,n,14 bulan
2295,KT1094,10 Mbps,y,14 bulan
2296,KT1096,15 Mbps,y,14 bulan
2297,KD0937,5 Mbps,y,14 bulan
2298,KN0247,15 Mbps,y,14 bulan
2299,KD0941,5 Mbps,n,14 bulan
2300,KI2581,10 Mbps,y,14 bulan
2301,KM3680,10 Mbps,y,14 bulan
2302,KM3685,5 Mbps,y,14 bulan
2303,KI2587,5 Mbps,y,14 bulan
2304,JT0364,5 Mbps,y,14 bulan
2305,KI2583,15 Mbps,y,14 bulan
2306,KD0938,10 Mbps,y,14 bulan
2307,KM3693,5 Mbps,y,14 bulan
2308,KT1105,10 Mbps,y,14 bulan
2309,JT0369,10 Mbps,y,14 bulan
2310,KN0259,5 Mbps,y,14 bulan
2311,KM3700,10 Mbps,y,14 bulan
2312,KI2595,10 Mbps,y,14 bulan
2313,KI2593,5 Mbps,y,14 bulan
2314,KT1106,5 Mbps,y,14 bulan
2315,KM3704,15 Mbps,n,14 bulan
2316,KM3705,5 Mbps,y,14 bulan
2317,KM3706,5 Mbps,y,14 bulan
2318,KI2597,5 Mbps,y,14 bulan
2319,KT1108,10 Mbps,y,14 bulan
2320,KT1109,10 Mbps,y,14 bulan
2321,KM3713,5 Mbps,y,14 bulan
2322,JT0374,5 Mbps,y,14 bulan
2323,KN0261,5 Mbps,y,14 bulan
2324,KT1110,10 Mbps,y,14 bulan
2325,KD0952,5 Mbps,y,14 bulan
2326,KM3715,5 Mbps,y,14 bulan
2327,KN0263,10 Mbps,y,14 bulan
2328,KM3718,5 Mbps,y,14 bulan
2329,KM3727,10 Mbps,y,14 bulan
2330,JT0377,5 Mbps,y,14 bulan
2331,KI2604,10 Mbps,n,14 bulan
2332,KN0264,5 Mbps,y,14 bulan
2333,KD0957,10 Mbps,y,14 bulan
2334,KN0268,10 Mbps,y,14 bulan
2335,KT1115,6 Mbps,y,14 bulan
2336,KI2606,5 Mbps,y,14 bulan
2337,KM3741,10 Mbps,y,14 bulan
2338,KT1113,10 Mbps,y,14 bulan
2339,KM3743,5 Mbps,y,14 bulan
2340,KI2607,5 Mbps,y,14 bulan
2341,KM3746,5 Mbps,y,14 bulan
2342,KT1122,10 Mbps,y,14 bulan
2343,KN0271,10 Mbps,y,14 bulan
2344,KN0272,10 Mbps,y,14 bulan
2345,KM3754,10 Mbps,n,14 bulan
2346,KD0962,10 Mbps,y,14 bulan
2347,KM3759,10 Mbps,y,14 bulan
2348,KT1127,10 Mbps,y,14 bulan
2349,KI2611,20 Mbps,y,14 bulan
2350,KN0276,10 Mbps,y,14 bulan
2351,KN0275,5 Mbps,y,14 bulan
2352,KT1129,10 Mbps,y,14 bulan
2353,KI2614,5 Mbps,y,14 bulan
2354,KD0964,5 Mbps,y,14 bulan
2355,KM3780,5 Mbps,y,14 bulan
2356,JT0391,6 Mbps,y,14 bulan
2357,KT1135,10 Mbps,y,14 bulan
2358,EDJT0001,100 Mbps,y,14 bulan
2359,KD0965,5 Mbps,y,14 bulan
2360,KT1138,5 Mbps,y,14 bulan
2361,KI2618,5 Mbps,y,14 bulan
2362,KD0968,5 Mbps,y,14 bulan
2363,KM3790,5 Mbps,y,14 bulan
2364,KM3800,5 Mbps,y,14 bulan
2365,KM3798,10 Mbps,y,14 bulan
2366,KI2619,10 Mbps,y,14 bulan
2367,KT1147,10 Mbps,y,14 bulan
2368,JT0399,5 Mbps,y,14 bulan
2369,KN0278,10 Mbps,y,14 bulan
2370,JT0401,5 Mbps,y,14 bulan
2371,KT1154,15 Mbps,y,14 bulan
2372,KN0281,10 Mbps,y,14 bulan
2373,KM3789,5 Mbps,n,14 bulan
2374,KN0283,10 Mbps,y,13 bulan
2375,KT1162,30 Mbps,y,13 bulan
2376,KM3823,10 Mbps,y,13 bulan
2377,KM3825,5 Mbps,y,13 bulan
2378,KT1151,5 Mbps,y,13 bulan
2379,KM3832,5 Mbps,y,13 bulan
2380,KT1166,5 Mbps,y,13 bulan
2381,KM3834,15 Mbps,n,13 bulan
2382,KM3818,5 Mbps,y,13 bulan
2383,JT0405,10 Mbps,y,13 bulan
2384,KM3840,5 Mbps,y,13 bulan
2385,KD0991,5 Mbps,y,13 bulan
2386,KT1169,10 Mbps,y,13 bulan
2387,KM3841,10 Mbps,y,13 bulan
2388,KI2629,10 Mbps,y,13 bulan
2389,KM3845,5 Mbps,y,13 bulan
2390,KM3850,5 Mbps,y,13 bulan
2391,KD1004,5 Mbps,n,13 bulan
2392,KT1179,5 Mbps,y,13 bulan
2393,KI2638,10 Mbps,y,13 bulan
2394,KI2640,10 Mbps,y,13 bulan
2395,KI2639,10 Mbps,y,13 bulan
2396,KN0290,5 Mbps,y,13 bulan
2397,KD1010,5 Mbps,y,13 bulan
2398,KT1187,5 Mbps,y,13 bulan
2399,KM3865,5 Mbps,y,13 bulan
2400,KD1007,5 Mbps,y,13 bulan
2401,KM3864,10 Mbps,y,13 bulan
2402,JT0415,10 Mbps,y,13 bulan
2403,KM3870,10 Mbps,y,13 bulan
2404,KI2642,10 Mbps,y,13 bulan
2405,KD1013,5 Mbps,y,13 bulan
2406,KD1016,5 Mbps,n,13 bulan
2407,KT1199,10 Mbps,y,13 bulan
2408,KM3879,10 Mbps,y,13 bulan
2409,KI2650,10 Mbps,y,13 bulan
2410,KD1018,5 Mbps,y,13 bulan
2411,KD1017,5 Mbps,y,13 bulan
2412,JT0419,10 Mbps,y,13 bulan
2413,KI2652,10 Mbps,y,13 bulan
2414,KD1019,5 Mbps,y,13 bulan
2415,KI2653,10 Mbps,y,13 bulan
2416,JT0420,10 Mbps,y,13 bulan
2417,KM3873,5 Mbps,l,13 bulan
2418,JT0421,10 Mbps,y,13 bulan
2419,KM3889,10 Mbps,y,13 bulan
2420,KT1204,5 Mbps,y,13 bulan
2421,KT1205,5 Mbps,y,13 bulan
2422,KD1022,5 Mbps,y,13 bulan
2423,KM3888,10 Mbps,y,13 bulan
2424,JT0422,5 Mbps,n,13 bulan
2425,KM3895,5 Mbps,y,13 bulan
2426,KD1024,10 Mbps,y,13 bulan
2427,KM3899,5 Mbps,y,13 bulan
2428,KM3904,15 Mbps,y,13 bulan
2429,KD1025,15 Mbps,y,13 bulan
2430,KM3903,5 Mbps,y,13 bulan
2431,KM3896,5 Mbps,y,13 bulan
2432,KM3907,5 Mbps,y,13 bulan
2433,KN0293,10 Mbps,y,13 bulan
2434,KT1211,15 Mbps,y,13 bulan
2435,KN0295,10 Mbps,y,13 bulan
2436,KD1026,10 Mbps,y,13 bulan
2437,KN0294,5 Mbps,y,13 bulan
2438,KM3914,10 Mbps,n,13 bulan
2439,KM3910,5 Mbps,y,13 bulan
2440,JT0407,10 Mbps,y,13 bulan
2441,KM3909,5 Mbps,y,13 bulan
2442,KM3921,5 Mbps,y,13 bulan
2443,KD1029,10 Mbps,y,13 bulan
2444,KN0297,15 Mbps,y,13 bulan
2445,KM3925,10 Mbps,y,13 bulan
2446,KI2660,10 Mbps,y,13 bulan
2447,KM3924,5 Mbps,y,13 bulan
2448,KM3928,10 Mbps,y,13 bulan
2449,KM3931,5 Mbps,y,13 bulan
2450,KT1217,15 Mbps,y,13 bulan
2451,JT0431,5 Mbps,y,13 bulan
2452,KM3940,5 Mbps,y,13 bulan
2453,JT0423,10 Mbps,y,13 bulan
2454,KD1034,5 Mbps,y,13 bulan
