message,kode_user
Gak bisa ditambah lagi kak digitnya,KD0901
Benar kak 🙏🏻,KP1550
15 mpbs per bulan 99rb y kak?,KI3372
ka ini gimana ya caranya. tdi masuk ke 192 itu yang bawahnya nama wifi checklistnya tk matikan ee ka. terus wifinya ga muncul2. gimana ya caranya,KT0836
Maksudnya untuk bulan ini,KT1549
Maximal pembayaran di tgl brapa ya kak kalo boleh tau?,KI1628
Jadi saya di anggap pasang baru?,KD1820
Yang ini ya kak,KT1549
450rb kemarin tetap jalan / hangus?,KD1820
Ini kode referal liatnya dmn yaa kak,KI3367
oh ya kak saya boleh tau untuk nomer yg di daftarkan dengan id pelanggan KT1189,
Apakah saya bisa dapat nomor BRI VA?,KT0619
Maaf kak anak saya mau bayar tagihan wifi info kode nya dong,KD1652
Klo sudah tercover. Info ya,
Saya gak punya playstore,KT0619
"baik kak, terima kasih",
Supaya bisa segera saya selesaikan,KT0619
Mlm kk sy mau byr tapi gk tau caranya,"KP1639, KP2199"
KD0901 Ferry Andi Yulianto,KD0901
Bayar 12 bln dpt potongan brp?,KI1461
Beneran gratis atau nantinya tiap bulan byrnya nambah atau gmn,KI0624
Smart tv + internet,KN0445
kak saya mau bertanya bedanya paket kapten dengan superstar itu apa ya?,
"Aman kak, sudah selesai pembayaran",KI0984
Modem kiki house nya coba cek kak,"KI0718, KI2535, KI2537"
"Dan KI1486, terima kasih min🙏🏻",
"Siap ,sy bukan upgrade untuk besok /lusa ,td itu sy cm konfirmasi bisa  dan nggaknya ,ttp sy nunggu jatuh tempo mbak 🙏🙏🙏🙏",KN0445
dari paket kapten ke superstar,
saya mau ganti ke superstar apakah bisa kak?,
Ni kak dihpq udah tak nyalain wifinya tpi sinyal wifinya gk muncul,"KI0718, KI2535, KI2537"
Kak minta kode pembayaran  yang bri,KJ2049
"Sudah ,,,,siap trima kasih infonya",KN0445
ini yang kertosentono 73-L2,
Di smart tv juga gk bisa kak,"KI0718, KI2535, KI2537"
Kalau lewat bank jatim gimana,KM1011
gmn bs detailny,"KT1559, KD1396"
"Baik kak, mksh ya infonya",KI1628
"Modemnya berarti portable ya, bisa dibawa kemana mana",
Jumlah total brp yang harus saya bayar?,KI1461
Untuk pemasangan wifi daerah Wonokoyo kecamatan beji kabupaten pasuruan masih bisa kah kak,
Utk kode referal tau gpt drmn yaa ka,KI3367
sy ingin up klo gt dg hrg promo,"KT1559, KD1396"
rumah biru tosca Kak,KP2231
Apa itu kak,KI3372
Oh ya udah gitu mksih infone tdi yg hubungi TPI sy masih ragu makanya ini sy lngsung nanya,KI0624
"Slmt siang mau no rek VA Bri an. SAODAH jln. Letaknya Sutoyo., ini mau byr wifi lewat sy 🙏",KP1136
"Kak, wifi saya kalau setiap malam kecepatannya Hampir segini, bagaimana ya solusinya?  Sudah saya lakukan refresh router, Turbo mode, penggunaan udah dikurangi cuma 4 device.  Padahal paket internet saya 10Mbps",KN0609
Sdh potongan 1 bln?,KI1461
Ini sy d indomaret ga bs,JT0763
Nama : Alan Budi Kusuma ID        : KN0609,KN0609
"owalah baik kak kalau begitu, saya tidak ambil terlebih dahulu, terima kasih kak atas informasinya 🙏",
Alamat kantornya dimana?,KI1461
Saya minta no rek nya Aj yg saya bisa tf sendiri,
Insha Allah besok,KI0624
Mau tanya. Kalo pisah modem bisa Ndak kak? Terus ada biaya lagi apa Ndak?🙏,KI0833
Maaf ini di junrejo belakang bns ya? Sy kesana ya biar enak,KD1820
ini yang barusan diganti nama dan passwordnya,
Gk bisa kak tinggi buanget,"KI0718, KI2535, KI2537"
Sy bayar d indomarrt kok ga bs ya,JT0763
Kak kode referal gmn yaa,KI3367
untuk mode turbo di aplikasi itu seperti apa ya kak?,
Gk nyambung kak,"KI0718, KI2535, KI2537"
Kami mau beli paketan wifi.  Di menu pendaftaran  ada kolom isian diminta kode referral,KM2663
"baik kak, terima kasih informasinya.. itu saja yang saya mau tanyakan🙏",
emang routernya ada 2 tapi idnya satu,
Kode VAnya itu dari mana ya kak kalo boleh tau?,KI1628
Lo kak katanya 10 mbps kok rata2 4 mbps disitu,"KI0718, KI2535, KI2537"
Iya kak terimakasih 🙏,"KM0145, KM1809"
Kak wifi gk bisa lagi,"KI0718, KI2535, KI2537"
ituuu udahh aku fotoinn semuaaa kakkk,
Ini 10 mbps,"KI0718, KI2535, KI2537"
Di aplikasi jg sudah sukses status nya,JT0340
"Ini sudah pisah modem tapi bayar masih jadi satu, maunya  dipisah biar bayar sendiri2 apa bisa?",KI0833
Saya sudah download aplikasi naratel,KJ1117
Iya d mesin ga ada,JT0763
Sudah hapus dan instal lagi tapi tetap gk bisa,KP0333
"sudah kembali normal kak, jadi kalau seperti ini faktornya apa ya?",KN0609
Boleh bayar di indo apa Alfa. Gitu,KD1652
Kemudian sudah bayar tagihan untuk bulan ini,KJ1117
Pembayaran melalu briva BRI yg sudah tertera di aplikasi,KJ1117
Untuk mengetahui status pembayaran nya sudah berhasil apa belum dimana ya?,KJ1117
ok sdh pake aplikasi,KI2240
Minta VA BRI,JT1042
Ini pembayaran ga ada jalur lagi ya enak dulu g pake ribet pake TF seluruh bank bisa,KM2919
Maaf lupa cara pembayaran,KM1885
"Nanti hubungi adek saya ya mbak, saya ada penerbangan 7 jam",
Ini gimana ya,JT1042
Ini ya kak bukti pembayarannya,KD0596
Sudah kak trimakasih,KD0901
Mau tanya tagihan atas nama ini kak,KM0046
ya yg itu sama,
Paket combo 6 mbps gmna kak,KI3372
Loh d pasangnya itu kapan kak,KI3372
Kita transfer ke nomer rekening berapa,KM1885
Di aplikasi kok blm update ya,JT1042
Barusan update  Makasii,JT1042
baik kak sangat membantu terimakasih,KN0609
Info utk pemasangan baru,KI3372
Maaf saya tidak minat🙏🏻,
Tidak ada terimakasih,JT1042
masih belum bisa kak,STKD0005
"selamat malam, mhn infonya, knp akhr² ini jaringan kapten naratel di rmh sy lemot ya?",KM0270
coba di cek brp pengguna yang terhubung,STKD0005
Oh begituuu yaa🥹,KI1628
Nama : Dwi Wasis Pramono IdPel : KM0270,KM0270
iya masih sisa 2 Kenapa ga bisa di sambung ya kk,STKD0005
Mau tanya kalo pasang wifi brp ka,
"Oalahh soalnya terakhir saya ganti ada tambahan angkanya kak, ternyata yg ke save yg awal ganti, baik kalau begitu sudah terkoneksi ya kak, terima kasih banyak atas bantuannya kak 🙏🏻",KP1550
"Okelah baik, mksh infonya ya kakak",KI1628
Tp klo di wifi lain bisa,KP0333
ga ada kak,STKD0005
laptop sama hp aja perangkat yang ada disini,STKD0005
"Bisa dibantu untuk mengisi datanya terlebih dahulu untuk memastikan area tercover atau belum, Kak 😊  Alamat Pemasangan: danau Maninjau selatan blok d1 no a20  Kelurahan: sawojajar Share location:  Tahu Kapten Naratel darimana:   Sales     Terima kasih 😊",
baik terimakasih ya kak,"KT1920, KT2091"
Sebelahnya ini mas,
Kami bukan pasang baru.  Pemasangan  sdh lama. Kami mau byr wifi kan skrg hrs pakai aplikasi.,KM2663
Saya telah berhasil mengirimkan Rp169.000 ke rekening kamu melalui SeaBank.,"KJ1106, KT1915"
Nyampek sini gk bisa lanjutannya kak,KM1011
yg lewat bank BRI ga ada kah?,KT0515
"Sudah kak, terima kasih ya kak 🙏🏻",KP1550
Cuma bayar 3bulan bisa dapat router,KD1820
Kan hrs daftar dulu,KM2663
Sudah bisa kak,"KI0718, KI2535, KI2537"
Bisa di cek record percakapan chat whatsapp ini,KD1820
Kalo misal mau buat 2 pengguna aja gimna kak caranya?,KI1628
Jujur aja saya merasa kena prank di paket 100mbps 150rb,KD1820
Led wifi mati,JT0281
"Halo, dengan Yogianna Customer Service Layanan Internet Kapten Naratel. Bisa dibantu untuk mengisi datanya terlebih dahulu untuk memastikan area tercover atau belum, Kak 😊  Alamat Pemasangan:jl kramat, pagentan Kelurahan:pagentan Share location: Tahu Kapten Naratel darimana:       Terima kasih 😊",
Yg mn kodenya tidak keluar,
Iya terimakasih 😊,
Td dpt info dr kakak,KI3367
Mukin anak saya bingung caranya kak,KD1652
Iya. Yang satu rumah atas ( adik saya ) . Yang satu rumah bawah ( saya sendiri ).,KI0833
Ios gak bisa kak?,KM0046
Saya mau bayar,KM0046
Terima kasih penjelasannya Kak,KP2231
kenapa beberapa hari ini wifi kk lemot,JT0296
bisa psang wifi area tlogomas?,KT2088
bisa psang wifi area tlogomas gk?,KT2088
bisa g pernah lemot sekarang kk lemot,JT0296
Sudah pembayaran kok masih mati yaa,KD1072
Kok g ada respon,KI0528
Masih mati kak,KD1072
"Mbak / mas ini utk pembayarannya gmn? Kok ribet gak bisa bayar, takute klau telat bayar tiba2 trouble wifinya?",
ttp ga bsua,STKD0005
ini yang tersambung sekitar 3-4 orang padahal,STKD0005
Bataskan perangkat 11,KT2072
Iya kak Sudah bisa  Terima kasih,KD1072
"Sdh byr ya Kak, trimksh",KM3617
Hallo kak untuk layanan kota pasuruan apa ada?,KP2225
hr sabtu sore sy br bisa,KM0270
Jl Erlangga Selatan Rt8 Rw8 kel purworejo kec purworejo kota pasuruan,KP2225
Soal e kariawan e udah ad,KD0125
Sudah saya suruh wa kakak tadi,KD1652
Apakah area ter-cover kak?,KP2225
"utk hr selasa, di rmh sdg tdk ada siapa²",KM0270
di kntr load pekerjaannya sdg tinggi...,KM0270
kak boleh lihat brosur gak?,KT2088
Saya juga GK paham,KD1652
Iya kak siang,
Ini no nya kak,KD1652
Gimana .. Pakaibriva BRI,JT0904
Kak mau tanya mengenai pemasangan wifi dan biaya per bulannya berapa ya?,
Tagianya kok gak ada no rek briva nya ya,KT1749
Iyah bener kak batasi perangkat,KI1628
"Soalnya yg pakek wifi anak saya yg di rumah junrejo , kemarin saya yg pasangkan",KD1652
Sm apa bisa ganti nomor wa juga ya kak?,KI1628
Mau tdi malem,KD0125
Sudah Kaka download  Sudah buat akun juga tapincara daftarnya saya masih bingung kaka,KT1449
"Dear Sobat Kapten Bapak / Ibu Kholifatin Rosyida,  📌 Abaikan pesan ini jika sudah membayar.  Detail Tagihan: ID Pelanggan : KI0986   Paket Layanan: 5 Mbps   Harga: Rp111.000   Jatuh Tempo: 2025-08-15  Info Penting: - Jika 20 menit setelah bayar belum ada notifikasi, hubungi CS. - VA BRI, Indomaret dan Alfamart BERUBAH setiap bulan,  sedangkan VA BCA TETAP - VA BCA hanya bisa dibayar dari rek BCA. - Total tagihan sudah termasuk biaya layanan. - BRIVA tidak dapat dibayar via Flip.  Metode Pembayaran: - BCA VA Rp114.000 – 1541200000 0000003253 - BRI VA Rp113.500 – 5788939000 7858202 - Alfamart Rp116.000 – 1001453391401 - Indomaret Rp116.000 – 453391400  Panduan Pembayaran : pembayaran.kaptennaratel.com  ☎ CS: +62 882-1202-2222",KI0986
Okeelah bs pake yg ini aja kak🙏,KI3372
sudah bisa terhubung kak degan jaringan wifinya n,STKD0005
Kak mau bayar wifi,KP1669
Id KP1669 Isyunarti,KP1669
Rumah rejoso maksudnya,KD1652
Nanti mau di cek jam brapa kak biar sy ksana,"KJ2351, KT1412"
Untuk biaya pemasangan nya brp kak,KD1826
Nomer ini saja kak,"KJ2351, KT1412"
Kemarin ada blokir perangkat ya?,KT2072
Kok sya sambung di laptop ng bisa,KT2072
"Bisa dibantu untuk mengisi datanya terlebih dahulu untuk memastikan area tercover atau belum, Kak 😊  Alamat Pemasangan: tirto moyo blkng pasar landung sari Kelurahan: Landung saei Share location: Tahu Kapten Naratel darimana:   dari teman     Terima kasih 😊",KT2088
Nama perangkat nya shalsa ya,KT2072
Jangan di blokir,KT2072
Soalnya nama laptop sya,KT2072
Kak coba dibaca riwayat chatnya,"KJ2351, KT1412"
Tapi sya hubungan knpa tdak bisa ya pak?,KT2072
Td malam udh mau nanya nomer utk ke lokasi Kok skrg malah nanya nomer id,"KJ2351, KT1412"
Gaada riwayat chatnya kah?,"KJ2351, KT1412"
"Halo kakak, Bisa dibantu untuk memberikan nomer telpon yang berada di lokasi kak,atau orang yang ada di lokasi bisa langsung menghubungi nomer ini ya kak,agar kami bisa mengetahui kendalanya seperti apa","KJ2351, KT1412"
"Pak skrngg coba tolong tambahkan perangkat menjadi 9, soal nya tadi sya batasi menjadi 2",KT2072
Sudah melakukan pembayaran kak,KJ1462
hari ini bisa d psang gak?,KT2088
Sudah ya kak 🙏,KP1669
KOST MODERN AR ROHMAH	Jl. Sidomakmur No 64	6285655519800	KJ1598	10. Apakah benar data ini kak?,KJ0812
Kita fix mau upgrade ya,KJ0812
Kak bedanya turbo dan tidak itu bagaimana ya?,KJ1462
3 sama internetnya,JT0281
Dari 10 MBPs ke 20 MBPs plus penambahan modem utk pararel di lantai 2,KJ0812
Hari ini apa bisa kak?,KJ0812
Sdh melakukan transaksi pembayaran enggih,KT1527
Ini info dari teknisinya,KJ0812
Biasanya bri bisa,JT0035
"Tolong pak, mau pake kerja tugas soalnya",KT2072
Nomor briva nya berapa..,JT0904
Ini sya bingung cara mengatasi perangkat lain,KT2072
Itu berlaku setiap hari apa hanya sekali saja?,KJ1462
Modem nya kami sdh ada kak,KJ0812
"Terima kasih sudah menunggu, kak. Berdasarkan informasi dari tim teknisi bahwa modem kakak bisa digunakan untuk pararel. Jadi nanti kakak hanya menambah kabel LAN per meternya seharga 6.000, kak",KJ0812
Jam 10 mungkin kak,KP2225
Kalo mau Menon aktifkan turbo apakah bisa kak?,KJ1462
"Tolong kosong kan perangkat,  2 menit kemudian bru pasang 10 perangkat",KT2072
"Baik kak, ini ya detailnya",KJ0812
"Boleh, trus perangkat cukup 10 ya, pak",KT2072
Kak kalo ga ada bca gimana,JT0035
Untuk biayanya berapa kak,KP2225
oalah seperti itu yaa,
Assalamu'alaikum warohmatullohi wa barokaatuh Mohon info apa hari ini ada trouble koneksi nggih?,EDKD0005
kak yang 5 mbps,KT2088
pasang skrng ya,KT2088
Untuk paketnya kak?,KP2225
Syarat pemasangannya gimana kak,KP2225
Dibaca ka riwayat chatnya 😍,"KJ2351, KT1412"
Kmren teknisinya mau ke tempat,"KJ2351, KT1412"
Ini jdnya gmn ya jd jam brapa k tempat,"KJ2351, KT1412"
Kok muter2 suruh lepas adaptor dll,"KJ2351, KT1412"
Saya ini pelanggan lama lo kk,"KJ2351, KT1412"
Caranya gimana kak,KP2225
"Pasword nya, 10203040",KT2072
ini saya coba cari sinyal di bawah routernya pas tetep ga nyambung,KI2837
3 perangkat saja kak,KP2225
Kak ada yg mau pasang baru,JT0956
Tmh di sawojajar kok,JT0956
Lalu setelah itu bagaimana kak,KP2225
Ok baik kak,KP2225
Halo pagi. Utk pergantian paket ke 100mbps 150rb/bulan bagaimana kak? Sy kan sdh langganan yg 120rb/bln,KD1820
kebetulan jatuhtempo payment kan besok. Utk upgrade paket bagaimana ya?,KD1820
Kak mau tanya masa aktif wifi saya tanggal berapa,KM1974
Iya kak. Tolong aja kalau bisa ada solusi soalnya saya kebutuhan ada di cctv dan extender. Semisal di jadikan paket 5mbps selama 3bulan juga gpp (sesuai paket lama) Utk kabel tetap pakai kabel lama kok,KD1820
Adakah nomer yg bisa di telp,JT0956
Bukan putus kak.. tp speednya kayak ga maksimal,EDKD0005
Jangan sekarang kak..,EDKD0005
Saat ini msh ada ANBK di sekolah,EDKD0005
Gak cukup kak memory hp sama soalnya hp jadul,KM1974
Internet saya drmh mati,KI3018
Saya cek d app kok kadaluwarsa?,KI3018
Ok kak sudah sampai sini,KP2225
Kan baru upgrade,KI3018
Terimakasih sudah berhasil,
Tapi untuk pembayaran menunggu pemasangan atau bagaimana,KP2225
Utk syaratnya apa saja?,KD1820
"Modem yg baru, apa bisa seperti yang paket lama? Modem free di pinjamin dr naratel",KD1820
"Soalnya ibu kos sy mau pindah, wifinya ada di kontrakan sy tapi. Jdi nnti kedepannya bakal sy bagian bayar² gtu kak",KI1628
Karena sudah diklik daftar dan kembali seperti awal,KP2225
13 oktober ka,KI3018
"Ok baik kak, jadi bisa tunai juga yaa",KP2225
"Soalnya tadi klik daftar terus muncul halaman utama lagi, tidak ada kode pembayaran",KP2225
Oalah d app,KI3018
Saya kira disini,KI3018
Jd lanjut d app atau d wa saja ka?,KI3018
Yang skrg kan sdh ada modemnya,KD1820
Oh ya utk paket superstar ini jika bayar 3bulan free modem ya?,KD1820
Sy barusan melakukan pembayaran semlm lupa tp wafi d rmh kami belom aktif tolong d cek lg,KI3025
"Maaf kak, ini hp udh gak bisa dibuat aplikasi kak. Buka wa aja susah krn penuh memori nya",KD0568
jadi kalau milih yang 10mbps cuma bayar 120 kak ya,
Untuk pemasangannya menunggu berapa hari kira2,KP2225
1.Kendalanya internet saya mati,KI3018
"Sebelumnya bisa dibantu untuk mengisi datanya terlebih dahulu untuk memastikan area tercover atau belum, Kak 😊  Alamat Pemasangan: jl. jodipan wetan IB/16  Kelurahan:JODIPAN  Share location:  Tahu Kapten Naratel darimana:dari spanduk dijalan  Terima kasih 😊",
"Baik sudah kak, sudah melakukan pembayaran",KP2225
VA BRI kok ndak bisa ya?,KI0986
2. Di app kenapa jadi kadaluwarsa?,KI3018
Trus kk blg masa aktif saya sampai Juni?,KI3018
ID Pelanggan : KM1327 Nama : Agung Teguh P,
bukan 220 ribu,
Lg ga ada orang ka drmh,KI3018
Sdh terimakasih Sdh di pandu sampe berhasil🙏🏽,
"Betul ka, dpt dari CS sebelum nya",KI3018
Sudah d refresh d matikan 2 menit modem nya,KI3018
Mohon bisa di bantu mau bayar lewat BCA,"KT1258, KT1310"
Kmarin waktu saya upgrade dr 20 ke 30mbps setelah bayar tulisan nya bukan kadaluwarsa,KI3018
Tapi tulisan nya 13 oktober,KI3018
untuk pembayaran wifi pakai bank apa ya kak?,KJ2102
GK ad internet,KM3064
"Yg 150rb 100mbps jika sy bayar 3bulan, free modem ya?",KD1820
kalau cara yang seperti ini apa sudah tidak berlaku ya kak?,KJ2102
Jadi saya bayar 450rb utk 3bulan di paket 100mbps free modem 5ghz?,KD1820
Baik ditunggu kk,KP2225
Proses skrg ya kak,KD1820
Apakah sdh aktif enggih?,KT1527
Dibulan ke4 tetap 150rb/bulan kan?,KD1820
Ya kan ini?,KD1820
"Adanya menu ini, saya tekan on kok tidak respon",KJ1462
Siap terimakasih banyak kak,KT1527
Ga ada sinyal kak,KM2747
"Utk paket lama dan paket baru, apa bisa dilaksanakan hari ini? Bersamaan gitu? Kabel kan sdh ada",KD1820
Kode pembayaran briva bri bgm ya kak?,KN0420
gmna tu kak cara daftrnya?,KT2088
aplkasinya ad playstore gak?,KT2088
Saya pelanggan atas nama Slamet raharjo,KI2837
Skrang pasang...langsung bayar 1 bulan gtu maksudnya mz?,KT2104
Saya bergabung 12 maret. Dah sudah bergabung 187 hari,KI3018
Sya terakhir melakukan pembayaran + upgrade speed dr 20 ke 30,KI3018
Sdh beberapa kali kami komplin TDK ada hasilya,KI2837
Tapi tetangga kok bisa ya,
"Perasaan waktu teknisinya kesini bisa kak, misalkan diaktifkan dua duanya",STKP0009
Udah lewat dari bulan juni ka,KI3018
Di menu mana ya kak untukenon aktifkan Turbo?,KJ1462
Histori pembayaran saya bs d cek?,KI3018
"kan spek routernya juga dualband, seharusnya bisa",STKP0009
Ngk bisa pakek BRI,GJ0379
Slmt siang minta tlong kirimkan kode VA tagihannya ya kmrin kehapus,KI1534
"jadi 2,4G sama 5G nya kak",STKP0009
Perimisi mau tanya untuk pembayaran tagihan bulanan kok gak bisa... 🙏🏼🙏🏼,
trouble lalgi kak,STKN0014
Biar sy nnti yg bayar kedepannya,KI1628
Mohon segera nggih,KI2837
Di bantu kaka yaah kalau boleh,KT2095
yang ini gak bisa karena tinggi banget hampir nempel atap,
"Oh baik, bagaimana ini kak caranya?",KI1628
Karena sdh 1bln ini punya saya bermasalah terus,KI2837
untuk berlangganan ada minimalnya berapa lama tidak ya?,
Pembayarannya hari ini jg kah ka??,KI3367
Gk ada kak,JT0956
Saya ga paham di aplikasi kak. Dibantu via wa ini saja,KD1820
ini yang kertosentono 73-L2,
Kak mau tanya untuk id pelanggan KI1316 atas nama Endah knp tidak bisa melakukan pembayaran ya??,
Brusan bisa kaka,KT1748
Ke rek BRI ttp bisa ya,JT0832
Trimksh byk bantuany,KT1748
Sudah normal kembali kak. Besok Gak usah kesini gpp 🙏,"KM0145, KM1809"
Sekarang BRI kok gk bisa saya bayar,KD0294
Gk ada sinyal,"KI0718, KI2535, KI2537"
TV digital mau di pakaiin perangkat biar bisa buat yt an kak,KP2231
Atas nama Bambang Sutejo,JT0832
Utk tambahan. Apa klik tambah modem aja?,KD1820
lampu nya mati semua,KT1138
yg ga bisa tak jangkau itu wifinya udah bisa konek dengan nama wifi kos 73 lantai atas,
Sampai tgl 26 kak,KD1022
ini kok wi fi saya mati ya,KT1138
Selamat malam kak...mau nanya klo mau ganti sandi wifi gimana ya?,KD1085
Pengajuan Berhenti Berlangganan Anda dapat diproses apabila melengkapi data berikut :  ID Pelanggan: KD1004 Nama:chiang liliana mekasari  Alasan Berhenti Berlangganan: pindah paket Jadwal Pengambilan Modem: Jam: Sharelocation:  Segera isi form agar kami bisa memproses permohonan berhenti berlangganan Anda. Terima kasih telah mempercayakan kami untuk melayani Anda🙏,KD1820
Pake m banking ya,JT0832
Baik sebentar saya cek dlu,KI3018
ini wi fi nya mati kak,KT1138
"Asslmlkm maaf mau laporan wifi sy atas nm bpk ngadesan area oro"" Ombo saat ini tdk bisa/tdk ada jaringan internet",KD0244
Biasanya tf bca. Virtual akun,KD1820
Untuk wa apa bisa di ganti skrg kah?,KI1628
Belum ada koata untuk  dowlotnya,KT2095
lampu nya tidak hidup semua,KT1138
ini ini lhooo,
iya kak yang 5mbps jadi cuma bayar 120 ya kak saat pemasangan awal,
pagi ini bisa kak?,"KT1920, KT2091"
"Sebentar lagi kak sy ke atm tf, msh makan skrg 🙏",KD1820
"Selamat pagi, kami mau mengajukan perubahan layanan utk ID KJ2338 dari layanan 10 mbps turun ke 5 mbps, utk periode bulan Oktober 25","GJ0333, KJ0477, KJ2338"
hari ini teknisi nya jambrpa kak ?,"KT1920, KT2091"
"sementara downgrade dulu ya kak ke 5 mbps, Krn pemakainya berkurang 🙏","GJ0333, KJ0477, KJ2338"
Kaka terjadi kesalahan pada hal Udah benar semua alamat nta,KT1449
"Assalamualaikum, maaf mau tanya kalau seandainya tambah Mbps bagaimana nggih prosedurnya karena dipakai 2 lantai",KJ1903
jadi utk downgrade Oktober bayar dulu sekarang gitu?,"GJ0333, KJ0477, KJ2338"
Maaf mau tanya,KP1332
ini knpa kak ?,STKN0014
Seandainya tambah Mbps bagaimana nggih prosedurnya karena dipakai 2 lantai,KJ1903
Mbak utk internet an Rizky Ananda Saputra bulan apa ya yg blm terbayar...🙏🏻,
"Saya kemarin dapat chat, dari seseorang. Katanya dari kapten naratel, mau kunjungan. Karena ada promo gratis penambahan 5mbps apa benar itu dr kapten naratel?",KP1332
"Atas nama Choirul anam, Vila bukit tidar",
"Okey baik kak, nomer CS nya sama apa beda ya kak?",KI1628
"Kak, itu klo selesai registrasi langsung pembayaran paketnya langsung apa tagihan paketnya bulan depan?",
Di proses ya hari ini Makasih,KD1820
Alamat Perum Taman Asri Jl Elang Blok D 11 Pasuruan Kota (internet terpasang di Jl Rajawali 3 Pasuruan Kota,
oh iya baik,"GJ0333, KJ0477, KJ2338"
Modem dari Kapten semua kak.,KI0833
"jadi menjelang masa pembayaran saya tunggu dulu tagihan downgradenya ya, baru pembayaran, spt biasanya, gitu ya","GJ0333, KJ0477, KJ2338"
Sudah tf ka,KD1820
"nnt sy konfirmasi lagi, setelah dapat tagihan","GJ0333, KJ0477, KJ2338"
Mohon info pemasangan wifi kapten naratel nya,
"Mba iti,ini sampeyan bayar dulu",KJ0812
"Kok sering gangguan y pdhal d sebelah rumah sy persis sekarang gk papa sm"" Dr Kapten",KD0244
"Ok, kak jadi sekitar tgl 20an ya",KJ1903
Kapten knp skrg klo Hbs dibayar banyak gangguannya. Lemot banget sumpah,"KM0145, KM1809"
ini tiba tiba mati total kak,KT1138
Sekalian tanya brosur untuk harga Mbpsnya,KJ1903
"Ok, kak terimakasih infonya",KJ1903
ini wi fi nya mati,KT1138
gabisa di restart,KT1138
Aplikasi yg mana,
Kalo 5 mbps bisa untuk brp perangkat mas,
Silakan di cek kak,KJ0812
Tadi udah coba melakukan pembayaran lewat ATM dan mobile banking tapi tidak bisa,
An winarto mau bayar,
Minta va nya ya,
Minta info pelanggan diatas....☝🏼wifinya dr td malam ada gangguan. Tolong dibantu,KI1337
Iya alamat junrejo,
kak gmna cara dpt kode referal,KT2088
Malam kk.. Tiba2 akses internet hilang kk.. Knp ya..,KP2228
Okey baik kak siap,KI1628
Siap makasih kak,
Va tetep ya,
Kak kalau nambah kuota bisakah?,
mungkin rusak adaptornya kak,KT1138
Sy istrinya ini no saya,
tidak ada kk,KT1138
No suami tetap,
BRI : 57889390006957672 / Rp 122.500 (2.500 Biaya Layanan) BCA : 15412000000000011883 / Rp 123.000 (3.000 Biaya Layanan) Alfamart : 1001450512298 / Rp 125.000 (5.000 Biaya Layanan) Indomaret : 450512296 / Rp 125.000 (5.000 Biaya Layanan),
Iya kak..yg sdh sdh ini apa bisa ditambah kuota,
Soalnya disambungkan dgn televisi,
Adanya berapa kak,
"Baik kak, bisa diinfo ya kak. Biar segera sy bayar",KI1628
"Ok kak,kita modem nya sdh ada ya kak",KJ0812
Kapan diperbaiki kak,JT0281
A/n diatas.... ☝🏼,KI1337
Ini bca ga bisa kak,
Ga bisa download aplikasi memori full,
Smntara ckup.. sy tunggu kedatangan teknisi nya..,GI0046
Skrng muncul kak sinyal wifinya,"KI0718, KI2535, KI2537"
Yg tersambung dgn hp laptop dan televisi kak,
"Sudah kak, terimakasih",KJ1903
Klo yg paket superstarnya apa ada listnya?,
Bisa minta infonya juga?,
sd daftar kak,KT2088
VA BRI ada?,GJ0282
Atau rek BRI,GJ0282
Btw ini dengan kak siapa?,KJ0812
saya mau bayar wifi,KI2872
"Kak, d isi nanti boleh? Ndak ada foto rumah soalnya",JT1177
atas nama gadis marcelina,KI2872
Ok kak puput tks sudah membantu☺️🙏,KJ0812
ini ada yang ga bisa nyambung kak,STKD0005
Wifi nya ngelek kak,KM3064
Cpek gini trus,KM3064
Oh iyaa kalo ganti password juga harus ke cs ya?,KI1628
Tolong di lancarkan internetnya kak  Soalnya jaringannya lelet,KJ1967
"Jadi refund ya kak, dan tidak ada pemasangan di  wilayahku?",KP2225
Kak ini ada biaya tambahan ga kak,KJ0812
Pembayarannya kok ribet ya gk punya bca Intal aplikasi gk bisa masuk Gail nya,KM2891
cara daftarnya gimna kak,
Sudah bayar .,KI0833
Ini mau pasang baru buat saudara di dekat rumah,KN0585
Mohon di bantu,KN0585
Bca Riris fridaningsih,KP2225
"Saya mau upgrade, terus nambah modem, selain kabel apa ada biaya lain ?",KJ0812
Atas nama Elfriandi D J Manna,KT2088
Klw pasang lewat no saya apa g bisa,KN0585
WiFi saya kok trouble,KM3114
Gk bisa diakses,KM3114
Gk ada jaringan internet,KM3114
Semakin lama kok tambah gini internet kapten ini,KM3114
Gk kayak awal²,KM3114
Sering hilang sinyal e?,KM3114
Modem nya spesifikasinya yang seperti apa kak?,
"Saya sdh byr  tagihan bln sept, an Inda Mauludia",
Mohon maaf saya mau tanya,KT1810
Klo beli dari kapten apa langsung pembelian di awal apa bisa ditagihkan di bulan berikutnya?,
Biaya pemasangan free? Selain itu,KJ0812
Ok terima kasih,JT0515
Modem tidak apa2,"KI0718, KI2535, KI2537"
Baik Besok pagi saya tes lagi ya,JT0340
Tidak ada internet,"KI0718, KI2535, KI2537"
Terus diaplikasi buka layman ya,KM2891
Udah ini barusna normal lagi,KM3114
"Saya mau tanya soal yg saya liat d banner pinggir jalan,, kapten naratel lg ada promo kah kok 100mbps cuman 150 rb / bln",KT1810
